Ensembl.Gene.ID	brain_GSM752569	brain_GSM752570	cerebellum_GSM752571	cerebellum_GSM752572	heart_GSM752573	heart_GSM752575	adult mammalian kidney_GSM752576	adult mammalian kidney_GSM752578	liver_GSM752580	liver_GSM752581	testis_GSM752583	testis_GSM752585
ENSOANG00000029648	0	0	0.67775	0	0.89482	0	0	0.86008	2.02057	3.42152	2.1386	0
ENSOANG00000029649	1.95436	2.18735	3.68796	3.52525	1.43206	0	0	0	0	0	0	0
ENSOANG00000029650	14.72945	32.21757	31.7149	31.19628	37.96926	18.68041	28.22861	43.31651	11.48439	8.81912	36.46782	30.85501
ENSOANG00000029651	0.26903	0.20073	0.89588	0.41594	0.47313	0	31.75709	48.88741	0.17805	7.23622	0.56538	0.36087
ENSOANG00000029652	6.58653	5.22161	8.13376	9.33488	5.85213	4.93297	4.59935	7.36459	4.04135	2.36442	18.0237	20.64605
ENSOANG00000029653	4.35143	1.97623	3.27614	1.75509	4.32542	3.354	2.75703	1.59899	6.01019	3.18052	1.59044	2.87619
ENSOANG00000029654	0	0.27848	1.24289	0.57705	0.32819	1.10278	0	0	0	0	0	0.16688
ENSOANG00000029655	0	0	0	0	0.43264	0.48458	8.60418	9.14858	0	0	9.30608	3.51991
ENSOANG00000029656	12.14185	20.24381	20.06711	15.6438	13.70843	10.7775	15.94695	13.17617	4.26591	3.77986	8.82092	9.58458
ENSOANG00000029657	1.95764	2.58428	1.50445	1.74622	0	0	0	0.12726	0	0	0	0
ENSOANG00000029658	0.72499	0	0	0	0	0	0	0.61276	0	0.60939	3.04728	0.97243
ENSOANG00000029659	2.25984	2.10764	3.38646	2.18369	0	1.11294	3.2933	2.86508	0.74787	2.37434	22.55915	8.84152
ENSOANG00000029660	183.85441	137.17949	86.80077	171.99455	4.09289	5.95958	9.49645	14.94922	4.0047	3.91234	8.80371	8.32476
ENSOANG00000029661	7.15055	3.47949	7.45416	6.00836	0.82019	0	0.45318	0	0	0	3.92014	2.08515
ENSOANG00000029662	8.91789	6.18968	9.94517	4.8098	6.56528	17.15791	6.0446	12.27012	18.11818	9.76205	11.33208	13.16793
ENSOANG00000029663	2.8998	2.02843	0.60355	1.12092	0	0.17847	0	0	0	0	0	0.16205
ENSOANG00000029664	6.78322	10.38187	13.43736	4.84045	1.52945	0.34258	2.02784	0.29399	0.69062	1.46198	0.731	0.77771
ENSOANG00000029665	1.88866	3.25871	2.2013	3.10259	2.80245	1.86007	2.06437	3.89091	2.3437	1.88518	3.47286	3.90568
ENSOANG00000029666	0.31506	0	0.41968	0.97425	0	0	8.26489	4.79336	0	0	13.24343	17.75103
ENSOANG00000029667	5.02833	3.43915	15.34949	10.68973	4.05313	1.65078	2.44258	2.83323	0.55464	0	7.92568	3.93455
ENSOANG00000029668	10.34346	11.42193	14.60452	16.31191	16.73548	7.3349	11.456	5.595	3.28589	7.99861	26.95479	18.31453
ENSOANG00000029669	81.62318	54.92207	112.08613	96.14007	51.41634	40.34156	357.28412	185.38774	116.88119	155.67754	46.15954	63.03914
ENSOANG00000029670	23.15131	23.03188	14.23319	22.0273	8.87386	7.60051	6.92088	7.02421	1.57154	1.9959	8.73277	11.67882
ENSOANG00000029671	15.73462	41.7425	46.24325	34.75344	0	0	18.19876	2.95523	0.33062	0	15.74667	2.23349
ENSOANG00000029672	11.98825	12.72153	24.30821	17.71135	4.68516	2.8862	11.64701	10.58278	2.11577	2.01532	13.43694	10.72067
ENSOANG00000029673	4.14785	3.43866	1.38125	0.35629	0	0	0	0	0	0	0	0
ENSOANG00000029674	5.57277	6.15387	13.21323	8.78848	6.86048	6.36687	6.17211	6.59411	6.63878	4.30951	8.90081	13.35591
ENSOANG00000029675	1.9524	0.97112	0.7585	1.50937	0.14306	0	0.47419	0.55003	0	0	5.12907	2.40074
ENSOANG00000029676	14.83906	18.80705	32.35718	18.70003	8.22237	6.60682	3.85106	12.02653	5.6504	4.4424	16.66086	21.35937
ENSOANG00000029677	0.53453	1.59543	0.53404	1.4463	0.23498	0	0.77909	0	0	0	3.37025	1.67307
ENSOANG00000029678	7.47814	15.47096	18.79051	31.0073	25.40665	20.42187	33.18945	14.65204	6.52406	8.5715	17.14498	29.33366
ENSOANG00000029679	20.62843	9.30133	5.53516	6.88356	13.83276	2.63092	12.54382	12.04149	7.6611	4.74014	9.98061	10.88257
ENSOANG00000029680	5.82828	6.28137	2.80353	0.75095	0	0	0.4718	0	0	0	0.68039	0.14476
ENSOANG00000029681	0.83485	1.7909	3.40566	4.27569	1.37645	0.71953	0.60838	1.85226	0.06907	0.3509	2.19301	2.42638
ENSOANG00000029682	0	0	0	0	0	0	0	0	0	0	0	0.66357
ENSOANG00000029683	22.62982	30.05491	70.53674	27.64062	6.36776	1.7831	10.55322	8.03315	4.19359	4.94561	5.70719	4.85687
ENSOANG00000029684	10.40253	5.33616	13.42362	24.6277	2.28683	0.6403	5.68502	1.09909	0.86064	1.09304	6.83175	6.39558
ENSOANG00000029685	0.24527	0.91501	0	0	0	0	0	0	0	0	1.03091	0.54834
ENSOANG00000029686	0.7032	0.26234	0.70252	0.27181	0.61835	0	0.51239	0.89151	0	0	122.65651	50.93484
ENSOANG00000029687	1.0947	1.36133	1.09361	1.83361	2.5669	1.25785	30.84287	79.10725	40.21004	28.83114	0.38358	2.12104
ENSOANG00000029688	7.7144	9.38776	14.92458	12.21139	7.10655	7.32668	8.69944	11.87601	4.3763	5.78953	4.82503	7.59687
ENSOANG00000029689	4.93797	5.00695	5.14407	6.85164	17.2573	16.33608	26.57062	11.66456	10.13958	22.66867	4.78956	4.64229
ENSOANG00000029690	24.18072	35.73703	68.03287	46.73252	22.76223	19.38832	21.23372	25.80882	10.87423	10.16252	57.00751	52.74308
ENSOANG00000029691	20.8546	15.65347	35.93002	17.7629	14.2752	5.65766	18.19876	12.87664	7.10776	2.93897	31.49302	28.36518
ENSOANG00000029692	0.54133	1.2117	0.48068	0.13945	0	0	0.26288	0.15246	0	0	128.93222	57.84815
ENSOANG00000029693	2.70205	2.01608	3.10842	3.79781	1.51202	0.96771	0.71606	1.03802	2.92632	0.82588	5.67861	8.23744
ENSOANG00000029694	22.18933	23.71977	1.51089	1.48189	0.58997	0.69226	9.68483	13.61001	0.04229	0.02685	0.06714	0
ENSOANG00000029695	0.98361	1.67746	2.43318	5.43131	1.23555	1.38388	5.73373	2.61277	1.30197	0.70868	1.18138	3.01574
ENSOANG00000029696	12.71651	14.3364	7.91192	7.02617	8.55301	7.53823	16.38246	13.54438	2.16337	1.60837	12.39915	13.15438
ENSOANG00000029697	0.07078	0.10562	0	0	0.12448	0.4181	3.91768	5.62034	0.18727	0.83249	0	0.0633
ENSOANG00000029698	1.46153	3.1625	5.64592	3.3896	2.05631	1.15151	0.85192	0.98817	0.77379	0.12284	3.37886	3.07149
ENSOANG00000029699	1.76439	3.00909	0	1.5589	0	0	0	0.42609	0.6673	0	0	0
ENSOANG00000029700	0.23273	0	0.93004	0	4.09289	1.83377	8.81811	8.26136	3.08051	1.56499	79.23401	42.87263
ENSOANG00000029701	2.16613	1.46927	1.0492	0	0.34634	0	0.57399	0.3329	0	0	4.13844	1.58494
ENSOANG00000029702	1.51576	1.1309	1.19313	2.98265	0.84814	1.4928	1.60642	1.16459	0.36477	0.23164	4.05443	3.51192
ENSOANG00000029703	13.59265	10.14189	11.31627	13.13484	13.4465	8.12802	30.77434	26.66958	11.08437	15.30163	17.85395	23.11704
ENSOANG00000029704	0	0	0	0	0.31681	0.11828	9.9778	8.93394	0.23845	0.70675	0	0.0537
ENSOANG00000029705	8.71047	11.76043	23.34358	19.88035	6.56528	9.80445	6.95144	11.21838	1.64712	4.00943	12.20391	8.71677
ENSOANG00000029706	0	0.09829	0.08773	0	0.11583	0	0	0.11133	0	0	28.50909	11.71895
ENSOANG00000029707	1.19194	0.85792	2.93252	3.83746	1.15904	0.85621	0.94002	1.09036	1.09508	0.32996	48.86078	41.80805
ENSOANG00000029708	0	0.14853	0	0	0.17505	0	0.8703	0	0	0	2.92849	1.95826
ENSOANG00000029709	6.6016	7.16459	8.79362	6.49523	3.69411	1.18217	4.373	6.59411	1.98597	1.51335	2.52253	3.48848
ENSOANG00000029710	0.39895	0.19841	0.1771	0.20556	0.4678	0.2619	0.38752	0.89927	0.35209	0.22351	0	0
ENSOANG00000029711	0.91275	0.68103	3.03956	5.29211	0	0	0	0	0.3021	0	0	0
ENSOANG00000029712	3.47627	5.75143	11.77786	4.55687	0.79743	1.33982	0.22038	0.3833	0.60018	0.88936	0	0.33794
ENSOANG00000029713	1.11305	0.33214	0.59307	0.34413	0.39144	0.87703	0.64873	0.75262	0.29462	0.37417	3.74281	1.59256
ENSOANG00000029714	4.352	4.96624	10.23008	3.95803	1.35066	1.51281	1.49229	2.59643	0.33886	0	3.22805	2.51825
ENSOANG00000029715	0.52347	2.73391	0.69728	0	0.92061	1.03113	0.76286	0.44243	0.6929	0.88	4.40047	1.8724
ENSOANG00000029716	0.58278	1.36659	4.21403	2.44562	2.92823	1.96786	7.03691	5.91059	3.96707	3.21895	4.54888	2.15906
ENSOANG00000029717	0.6624	0.32945	0	0	0	0	0.64347	0.37319	0.29223	0.74242	0	2.56697
ENSOANG00000029718	0.13541	0.10098	0.18038	0.10462	0	0	0.39468	0.11438	0.26881	0	0.85358	0.06051
ENSOANG00000029719	21.20473	27.81133	42.3685	26.63763	24.61872	11.74763	33.31625	23.2427	8.22301	12.53218	25.06722	26.51813
ENSOANG00000029720	7.44726	7.07205	12.88325	9.2713	17.6898	17.52745	11.27597	18.31086	10.49774	10.08072	10.56975	7.2653
ENSOANG00000029721	4.14015	4.5577	7.77497	8.08009	2.14852	1.06954	6.33017	3.44183	1.5273	2.05374	5.99091	6.31221
ENSOANG00000029722	14.88059	25.75406	34.841	32.85015	16.18773	9.2166	19.67361	13.74391	4.67037	11.47618	59.96663	41.29342
ENSOANG00000029723	3.22412	2.4547	7.0994	4.98484	5.09159	2.59219	12.27401	3.67046	2.61283	1.99108	6.63756	6.35492
ENSOANG00000029724	0.28058	0	0.84078	0	0	0	459.33853	75.52184	0.09282	0	0	0.12542
ENSOANG00000029725	0	0	0	0	0	0	0	0	0	0	13.6277	3.9303
ENSOANG00000029726	4.00392	3.10688	5.97339	2.97138	1.9716	4.88988	2.10066	6.63274	2.11989	1.88463	6.0584	4.94119
ENSOANG00000029727	2.22609	1.66096	4.15129	2.40927	0.78302	0.87703	1.29769	1.50524	0	0.37417	0	1.1944
ENSOANG00000029728	8.24049	8.92127	7.74824	5.99557	3.12575	6.68379	6.59305	8.467	7.27171	4.07443	8.82884	8.66959
ENSOANG00000029729	2.04161	0.50781	0.67993	0.92067	0.14954	0.33516	0.49592	0.57523	0.56299	0.14295	1.43033	3.19508
ENSOANG00000029730	69.76154	104.39993	0	0.30816	0	0	0	0	0	0	0	0.35647
ENSOANG00000029731	6.79239	5.5287	7.40265	4.137	14.11744	19.05574	1.1998	3.13137	0.81738	0	0.86529	0
ENSOANG00000029732	1.47439	2.20018	0.98198	0.28498	1.13441	0.72599	11.81749	16.97858	3.53723	4.33746	2.32385	0.98884
ENSOANG00000029733	13.67523	68.48134	2.45216	3.25281	2.54385	0.51799	4.59911	2.88959	1.04433	0.6631	0	1.29352
ENSOANG00000029734	9.5105	9.6765	4.60665	10.69404	7.98278	4.6835	9.44989	6.21136	4.00545	5.45048	12.71902	11.59756
ENSOANG00000029735	18.25782	23.66047	28.80028	31.94278	13.94225	13.24995	18.20496	18.27403	12.0836	6.46171	31.30226	32.4398
ENSOANG00000029736	0	0.24254	0.32474	0.75386	0.28584	0	0.94742	0	0	0	1.36628	0.58145
ENSOANG00000029737	59.82481	77.89809	52.49511	38.35671	14.54331	7.63569	67.0353	27.08376	15.7349	14.98791	9.23273	15.13696
ENSOANG00000029738	551.13693	536.02631	447.33846	557.02605	77.31514	87.86441	52.50347	94.97593	16.74768	11.53637	148.72671	130.02363
ENSOANG00000029739	0.82747	0.4116	0.36741	0.21329	0	0	0	0	0	0	15.65129	3.32995
ENSOANG00000029740	0.10609	0	0.14131	0	0.27993	0.10457	0.15472	0.08973	0.14042	0.17834	8.47419	3.84319
ENSOANG00000029741	18.60238	20.17316	19.70025	32.69146	37.9988	26.17361	107.09119	77.3436	95.12852	94.20541	10.68441	18.5987
ENSOANG00000029742	40.34861	22.80707	62.29671	37.80801	373.61485	440.14467	16.92757	49.60347	0.40457	0	7.70875	26.24171
ENSOANG00000029743	13.73314	26.92749	65.30244	86.16631	0	0	0.93095	0.53992	0	0	0	0.71405
ENSOANG00000029744	6.88046	52.29953	4.00965	2.99189	0	0	0	0	0	0	0	0
ENSOANG00000029745	46.53273	73.5971	26.7235	55.1432	0	0	0	0	0	0	21.08096	19.68498
ENSOANG00000029746	2.06086	3.65198	7.03448	11.55049	2.26522	2.28349	2.25252	1.74189	0.34103	0.6496	23.8211	30.17868
ENSOANG00000029747	4.86555	5.48249	5.68749	4.60576	3.14332	7.04138	3.76248	8.22467	5.52028	6.17623	7.09516	5.32784
ENSOANG00000029748	3.39796	4.73997	3.73903	4.56839	2.85807	0.4365	0.4305	1.49845	0.09781	0.2483	4.03618	2.04778
ENSOANG00000029749	1.25387	0.6237	1.39184	0.3231	0	0	0	0	0	0	0.87837	0.18688
ENSOANG00000029750	9.01144	4.60941	5.20267	5.131	3.54672	5.07884	1.86023	2.58909	8.07597	5.75069	23.17687	20.13515
ENSOANG00000029751	27.50889	42.25787	48.2287	73.90935	20.63229	9.03119	44.80544	25.75772	16.77836	24.02929	17.85395	31.77535
ENSOANG00000029752	0.08765	0	0.23341	0	0	0	7.15033	2.96201	16.70008	12.96144	2.94605	19.58775
ENSOANG00000029753	0	0	0.03852	0	0	0	0	1.41924	0	0.04861	49.16307	15.12026
ENSOANG00000029754	72.3835	45.72563	23.94833	47.85902	20.62077	11.39423	21.41613	12.94906	48.42295	38.63367	17.74204	13.28155
ENSOANG00000029755	1.02171	0.27725	1.85582	0.57439	0.32675	0.7318	1.62433	1.25598	0.9835	0.93687	5.85594	2.9901
ENSOANG00000029756	0.05349	0.07983	0.28513	0.16541	0.28238	0.10537	0.6239	0	0.07081	0	575.97445	1096.76673
ENSOANG00000029757	0.35619	0	0.47446	0	1.25283	0.70162	0	0	0.47147	0.59878	0	0.63705
ENSOANG00000029758	1.65806	3.4823	4.1718	2.84839	0	0.24189	0	0.31143	0	0	7.48528	2.91055
ENSOANG00000029759	19.83077	11.97803	27.67328	26.28045	18.68346	8.37055	42.6613	18.35712	15.62452	8.73125	7.93842	15.62273
ENSOANG00000029760	1.0761	0.80291	1.25424	1.03985	0.47313	1.05985	5.88105	6.13935	2.84889	2.4874	5.65382	4.81167
ENSOANG00000029761	4.18906	3.47289	4.65008	3.95803	3.68359	2.29221	6.10477	2.75374	1.54031	1.56499	7.82548	12.48722
ENSOANG00000029762	0	0	0	0	0.53162	0	0	0	0	0	0	0.54065
ENSOANG00000029763	0.98697	2.35654	3.68119	1.52596	17.70507	5.44369	1.72604	3.33673	0.26133	0.99554	6.63756	7.23754
ENSOANG00000029764	67.08113	105.40971	109.69272	110.25613	12.61695	12.5614	25.19915	27.4672	33.03352	37.2119	25.51518	24.51077
ENSOANG00000029765	0	0	0	0	0	0	0	0	0	0.43862	0	0.46658
ENSOANG00000029766	3.49167	1.60326	2.86224	2.4916	0	0	1.56559	2.72411	2.13312	0	0	0.96078
ENSOANG00000029767	0	0	0	0	0	0	8.17702	13.59478	22.7762	15.72082	0	0
ENSOANG00000029768	9.20281	15.30887	12.86143	21.69269	10.08232	5.94344	18.9079	14.53614	6.98935	15.47074	15.21882	12.95175
ENSOANG00000029769	0.2968	2.21461	2.37218	0.45888	2.60998	1.16926	0	0	4.71451	2.99378	3.74281	2.65429
ENSOANG00000029770	8.76732	5.99641	5.23104	8.89563	8.67317	14.03192	5.32377	6.94694	5.92344	4.60587	19.19302	23.03097
ENSOANG00000029771	1.16195	0.86697	0.77389	0.59883	2.04349	1.52588	1.69333	6.21994	4.35787	3.25571	17.90801	16.62593
ENSOANG00000029772	2.5142	2.81386	4.74436	1.61969	0.73692	0.41277	4.27463	6.3749	0.27737	0	3.52245	1.12415
ENSOANG00000029773	0	0	0	0	21.01019	25.93382	0	0	0	0	1.02471	1.09015
ENSOANG00000029774	0.47677	7.46996	0.74093	20.02436	0.2795	0.31305	1.62122	6.71569	1.57761	0.13358	1.00199	0.56841
ENSOANG00000029775	0	0	0.31307	0.27257	0.20674	0.1157	0.34263	0.596	0	0	2.96395	2.25972
ENSOANG00000029776	10.17356	10.42318	18.70933	14.20345	10.94876	17.19842	10.40041	16.42717	6.23074	8.04075	17.87047	19.01048
ENSOANG00000029777	1.93978	1.55864	1.78882	1.84565	10.49696	3.82099	2.17444	1.76557	0.98751	0	1.88139	0.53376
ENSOANG00000029778	12.51475	17.59254	19.08612	15.51663	0.53162	0.11909	24.84576	14.20533	3.28101	5.79311	11.18093	2.10852
ENSOANG00000029779	106.77211	205.57471	135.27721	87.75868	0	0.60432	0.44721	0.51859	0.2031	0.25794	1.93442	4.52721
ENSOANG00000029780	0	0	0.85245	0.43975	0	0	3.10897	2.52429	0.09412	0	0	0.06359
ENSOANG00000029781	2.16531	1.70533	2.96438	3.81276	0.52888	1.30319	1.92828	1.8301	0.39806	1.11218	35.39317	39.53362
ENSOANG00000029782	60.31471	35.66626	63.13421	54.76879	0	0.35468	0	0	0	0	6.62172	3.54218
ENSOANG00000029783	0.22823	0.59595	3.79948	5.99772	0.40138	0.11231	3.15912	2.41073	0.3021	2.10979	0.7193	0.86723
ENSOANG00000029784	6.59128	9.60169	13.1698	6.79389	9.10783	5.87341	15.55179	18.56968	12.87917	10.81667	13.19247	17.40232
ENSOANG00000029785	0	0	0	0	0	0	0	0	0.42192	1.0717	5.35907	3.70569
ENSOANG00000029786	0	0	0	0	0	0	0	0	0	0	31.10324	18.92038
ENSOANG00000029787	1.99803	0.40659	1.57265	0.98299	4.15282	1.25236	13.76487	5.52673	192.1043	110.69084	11.45191	8.04052
ENSOANG00000029788	35.79239	43.83326	50.57526	42.21899	18.75016	13.715	19.34221	22.25191	7.63215	7.13266	43.44075	55.64893
ENSOANG00000029789	0	0	0	0	0	0	0	0	0	0	21.10885	26.62296
ENSOANG00000029790	7.58521	14.3375	17.85	24.04142	16.45254	9.21386	56.00691	41.24379	37.31614	35.06629	28.69364	29.28062
ENSOANG00000029791	2.23215	5.32956	5.94665	2.76087	3.92562	0.43972	5.20462	2.26395	0.59097	1.50095	5.62937	3.19384
ENSOANG00000029792	1.9447	0.60463	4.42529	3.50777	0.14249	0	0.94456	0.95881	0.21448	0.1362	10.55804	7.02875
ENSOANG00000029793	7.23476	6.64382	7.56131	7.91607	3.32773	3.06951	3.24412	4.89182	2.06264	2.43245	60.35055	39.21699
ENSOANG00000029794	4.23059	3.73046	1.02465	6.24369	0.33813	1.89396	8.96782	3.90074	0.5091	0.96979	3.23321	5.67494
ENSOANG00000029795	30.99671	57.96917	70.51303	37.65478	0.35398	0	1.75995	0.68047	0	0	5.07604	10.43973
ENSOANG00000029796	21.50292	26.24193	21.91693	31.36142	12.86072	13.37582	22.83632	23.83968	7.4901	8.19554	35.12769	25.45741
ENSOANG00000029797	11.84873	14.0232	15.51099	14.84509	0	0.40245	0	1.03594	0.27044	0	0	0.54804
ENSOANG00000029798	4.32496	10.81988	10.84433	9.63696	6.48763	2.7563	5.56134	4.30052	4.71451	3.42152	11.76249	14.90188
ENSOANG00000029799	650.90266	647.65065	468.71105	1069.366	444.52754	395.47289	38.3511	11.83862	0.28095	0.7135	516.48763	446.19143
ENSOANG00000029800	2.91455	2.79601	25.23508	57.29344	18.67237	16.19811	131.67019	112.25905	20.80507	47.42152	3.50007	3.1649
ENSOANG00000029801	0.12984	0	0	0	0	0	5.67595	3.29186	0	0	0	0.11611
ENSOANG00000029802	1.26034	0.62688	1.67883	3.57236	3.32471	1.65497	6.7344	6.39124	1.1121	3.88424	0.88285	3.38115
ENSOANG00000029803	0	0	0	0	4.46229	2.14198	2.11308	0	0	0	0	0
ENSOANG00000029804	16.17853	20.31045	35.91757	21.83746	0	0	0	0	0	0	0	0
ENSOANG00000029805	5.50723	11.5569	1.834	4.25732	11.80411	4.7461	9.53059	4.65461	0.22782	0.86802	12.29723	10.46544
ENSOANG00000029806	0	0.58861	0	0.20328	0	0	0	0	0	0	2.76355	3.17493
ENSOANG00000029807	2.60202	4.2846	3.34652	2.49704	2.99824	2.47439	3.92269	3.94353	1.30642	1.50839	1.88552	0.88261
ENSOANG00000029808	4.22887	2.88488	8.20818	6.91193	3.39991	1.66595	5.63464	3.06365	2.07912	1.82803	21.32991	13.83048
ENSOANG00000029809	75.70428	120.5811	87.67885	112.36508	123.60892	56.50968	118.45407	40.68077	6.11786	11.52094	21.43664	24.37189
ENSOANG00000029810	0.26092	0.58397	0	0.4034	0	0	0.38012	0	0	0	4.38636	6.6492
ENSOANG00000029811	20.61328	14.05425	20.35662	15.66039	3.43766	4.20037	59.56211	44.45658	9.64382	13.14419	50.78966	32.73577
ENSOANG00000029812	0	0	0.37887	0.43975	0.25011	0	0.4145	0	0	0	271.39494	139.52115
ENSOANG00000029813	31.89806	39.30625	12.2318	8.96681	0.85001	0.95206	3.52156	4.08491	5.75754	5.68734	20.31415	15.99144
ENSOANG00000029814	3.37313	5.60889	2.69594	3.42721	0.50842	0.3797	0	0.32583	0	0	1.21512	0.17238
ENSOANG00000029815	0	0	0	0	0	0	0.68215	0.19788	0	0	0.98374	0.52328
ENSOANG00000029816	0.73253	1.45754	6.66762	4.15271	0	0	0	0	0	0	0.51304	0.21838
ENSOANG00000029817	14.40939	28.27184	31.63437	36.71814	6.10065	3.15374	35.776	27.51484	11.65582	14.80323	34.76891	38.41876
ENSOANG00000029818	0	0	0.15572	0	0.41103	0	0	0	0	0	15.22709	13.58564
ENSOANG00000029819	0.82387	0.30733	0.75446	1.433	0	0	0	0	0.54521	0.34621	0	0
ENSOANG00000029820	10.7601	19.91045	18.91938	9.75994	0.75694	0	0	0.24247	0.18987	0	1.80908	0.64152
ENSOANG00000029821	6.75905	3.63107	9.36355	5.22511	2.85288	3.19537	5.90994	3.88468	3.57866	2.72703	25.56854	13.05592
ENSOANG00000029822	5.16259	4.94216	2.07603	1.95786	7.02357	0.38373	19.02179	4.61043	0.25786	0.32749	4.09437	3.83279
ENSOANG00000029823	17.82963	20.13466	33.37812	25.33142	37.28884	19.93342	51.96675	46.43031	89.29881	169.3082	28.35621	46.10956
ENSOANG00000029824	2.23125	2.3783	2.3353	1.97129	1.96209	3.4534	4.64519	3.50234	1.47677	3.75094	0	3.56313
ENSOANG00000029825	0.53428	0.26576	0.94892	1.37676	0.62642	0	3.6333	8.42906	2.35725	1.79621	7.48528	1.4333
ENSOANG00000029826	19.26692	23.42698	19.58098	17.43194	11.54565	8.99601	14.55901	22.19485	11.14564	6.95776	16.79618	16.46395
ENSOANG00000029827	16.35212	23.60938	21.64031	14.20066	6.25582	4.91522	2.78545	2.06413	3.30291	2.58835	4.0169	4.93767
ENSOANG00000029828	9.71554	13.67444	2.20599	1.82082	4.40106	4.05949	5.89944	2.11509	0.4384	0.98989	2.93881	3.1923
ENSOANG00000029829	6.04684	7.08978	5.178	4.89707	3.29157	2.83601	2.09804	5.11075	5.52657	4.1145	18.15419	13.51862
ENSOANG00000029830	0	0.41943	1.12307	0.21722	0	0.27674	0.40948	1.90017	0	0	29.53036	17.84333
ENSOANG00000029831	0	0	0	0	0	0	0.49234	0	34.65431	34.64158	0	0
ENSOANG00000029832	0.44843	0.4462	0.39829	0.92447	0.52586	1.17781	1.30701	0	0	0.50266	1.25679	1.20312
ENSOANG00000029833	17.92269	22.1791	9.08366	9.19176	4.15138	4.64977	4.84146	3.9902	0.57861	0.14694	11.75939	8.75655
ENSOANG00000029834	0	0	0.27444	0.31854	0.12073	0	0.80058	0.11604	0.09087	0	0	0.06139
ENSOANG00000029835	2.53837	5.33751	6.53187	7.13561	2.02923	0.79554	2.52209	1.95044	0.45813	1.84262	13.3364	6.70671
ENSOANG00000029836	0.35979	0.71599	0.79887	0.74183	0	0.70872	0.69911	0.81106	0.79385	0.60484	5.04126	2.14522
ENSOANG00000029837	0	0	0	0	0	0	0	3.5659	0.4654	0.59107	0	0
ENSOANG00000029838	9.04757	12.32729	6.81187	4.10534	4.66975	3.48697	1.43307	6.98198	1.82245	1.48787	1.23991	4.57314
ENSOANG00000029839	0.06734	0	0.17929	0	0.23671	0.13264	16.67639	11.49229	9.0882	11.65535	0.28304	0.18058
ENSOANG00000029840	16.19886	22.10097	20.34461	33.27434	15.87208	9.11671	29.00269	15.647	8.88305	6.22443	50.57894	38.07766
ENSOANG00000029841	157.3372	143.23567	148.5702	229.05369	271.73206	154.12649	258.13107	123.66093	51.83138	55.60867	80.80793	85.20446
ENSOANG00000029842	0.12239	0	0.10868	0.06308	0	0	0.11891	0.13792	805.85921	607.02831	1.71474	0.91206
ENSOANG00000029843	0.53486	1.72929	0	0	0	0	0	0	0	0	97.78973	66.08372
ENSOANG00000029844	3.34823	1.33236	2.97333	3.79629	2.3554	3.0779	1.30128	3.7732	2.65913	3.00191	21.57885	11.77719
ENSOANG00000029845	1.25641	3.93742	3.34728	8.15887	5.96609	2.2275	4.02822	4.46019	1.99573	2.11213	3.16848	5.05613
ENSOANG00000029846	0	0	0	0	0	0	0	0	0	0	99.62701	52.24757
ENSOANG00000029847	5.41884	3.32961	4.246	1.47847	2.24231	1.25575	3.71616	2.15525	0.42192	0	4.01931	1.71028
ENSOANG00000029848	2.75022	2.39394	1.96734	2.5985	0.53738	0.50153	0.07426	0.17213	0.03372	0	0.428	0.45545
ENSOANG00000029849	0.55804	0	0.44598	0.17251	11.58051	18.90664	10.08405	10.94226	15.65943	7.31733	4.22212	1.69673
ENSOANG00000029850	3.42024	1.88296	3.36169	4.00452	4.26318	5.82145	3.87135	3.53627	21.75723	22.55245	44.38385	31.44723
ENSOANG00000029851	0.22077	0.32945	0.58827	0	0	0	1.28719	3.73249	0.58457	0.37114	0.92796	0.9873
ENSOANG00000029852	0	0	0.89937	0.69598	1.58319	1.32998	5.90349	1.52172	0	0	0	0.40255
ENSOANG00000029853	0.93561	1.39617	1.24627	0.64291	0	0	3.63593	1.93299	0.41281	0.34952	0.43695	6.4147
ENSOANG00000029854	0.29573	0.44131	0.39393	0	0	0	0	0	0	0	1.24301	0.79339
ENSOANG00000029855	239.0842	335.71403	317.07295	317.0112	24.65458	9.58048	21.95861	13.05776	1.76726	2.56507	10.82282	16.71546
ENSOANG00000029856	1.00311	0.99789	0	0	0.58809	0	5.84738	2.2609	1.32778	2.81048	0	1.49505
ENSOANG00000029857	0.24691	0.36845	0.0658	0.15275	0	0	218.18529	189.72671	86.79969	66.15953	0	0.08835
ENSOANG00000029858	25.67846	69.14088	38.48051	38.6228	8.83569	4.39836	19.93101	9.90799	3.32503	2.8153	11.14512	7.23842
ENSOANG00000029859	7.07141	3.24686	2.46351	4.20514	0.19133	0.21429	30.75739	34.02143	0	0	0.45726	0.19457
ENSOANG00000029860	0.28344	0	0	0.43823	0	0	0	0	0	0	0	0
ENSOANG00000029861	7.83089	11.5234	13.8792	11.36748	6.04432	6.12724	25.23328	19.23076	5.12515	8.37402	8.96003	8.812
ENSOANG00000029862	2.30465	5.00243	3.90718	5.5068	0	0	0	0	0	0	37.86681	26.60523
ENSOANG00000029863	3.64568	4.80023	5.99881	5.30503	3.3943	0	3.7503	3.2625	1.13542	1.08147	4.50687	7.28742
ENSOANG00000029864	14.78787	26.97113	18.44733	55.52582	35.91439	17.10757	82.09736	28.96496	13.36008	19.33528	36.50431	48.90873
