Ensembl.Gene.ID	prefrontal cortex_GSM752653	prefrontal cortex_GSM752654	cerebellum_GSM752655	cerebellum_GSM752656	heart_GSM752657	heart_GSM752658	adult mammalian kidney_GSM752659	adult mammalian kidney_GSM752660	liver_GSM752661	liver_GSM752662	testis_GSM752663
ENSGGOG00000032035	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032036	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032037	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032038	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032039	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032041	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032042	0	0	0	0	0	0	0.96245	0	0	0	0
ENSGGOG00000032043	0	0	0	0	0	0	0	0	0	0	0.8803
ENSGGOG00000032044	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032045	0	0	0	0.40719	0	0	0	0	0	0.16852	0
ENSGGOG00000032046	0	0	0	0	0.75425	0	0	0	0	0	0
ENSGGOG00000032048	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032049	0	0	0	0	0.77669	0	0	0	0	0	0
ENSGGOG00000032050	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032051	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032052	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032053	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032054	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032055	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032056	0.63538	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032057	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032058	0	0	0	0	0	0	0	0.65223	0	0	0
ENSGGOG00000032059	0	0	0	0	0	0	0	0	0	0.51357	0
ENSGGOG00000032060	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032061	0.73103	0	1.94819	0	0	0	0	0	0	0.57436	1.27796
ENSGGOG00000032062	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032063	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032064	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032065	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032066	0	0	0	0	0	0	0	0	0	0.52885	0
ENSGGOG00000032067	291.14802	0	301.31903	77.15576	1524.56823	1657.53199	96.38094	407.4474	141.48654	128.30931	73.63338
ENSGGOG00000032068	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032069	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032070	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032071	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032072	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032073	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032074	0	0	0	1.184	0	0	0	0	0	0	0
ENSGGOG00000032075	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032076	0.66651	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032077	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032078	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032079	0	0	0.54908	0	0	0	0	0	0	0	0
ENSGGOG00000032080	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032081	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032082	0.83933	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032083	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032084	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032085	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032086	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032087	49.17973	0	26.0213	16.47587	236.17067	124.97693	28.41268	98.62257	36.79317	32.38925	11.379
ENSGGOG00000032088	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032089	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032090	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032091	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032092	0	0	0	0	0	0	0	0.59452	0	0	0
ENSGGOG00000032093	0.67311	0	2.69087	2.55566	0	0	2.11548	0.66513	1.24521	0	0
ENSGGOG00000032094	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032095	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032096	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032097	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032098	2.66605	3.73939	1.18423	8.43527	1.53816	4.98589	0.69825	11.85492	9.04199	127.77431	6.21427
ENSGGOG00000032099	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032100	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032101	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032102	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032103	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032104	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032105	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032107	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032109	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032110	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032111	0	0	0	0	0	0	3.20496	1.34355	0.62883	0.53414	0
ENSGGOG00000032112	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032113	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032114	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032115	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032116	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032117	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032118	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032119	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032120	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032121	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032122	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032124	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032125	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032126	0.66651	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032127	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032128	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032129	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032130	0.67311	0	0	0	0	0.75529	0	0	0.6226	0	0
ENSGGOG00000032131	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032132	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032133	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032134	0	0	0	1.35849	0	0	0	0	0	0	0
ENSGGOG00000032135	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032136	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032137	0	0	0	0	0	0	0	0	0	0	1.02458
ENSGGOG00000032138	0	0	0	0	0	0	0	0.49396	0	0	0
ENSGGOG00000032139	0.45937	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032140	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032141	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032142	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032143	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032144	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032146	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032147	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032148	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032150	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032151	0	0	0	1.55492	0	0	0	0	0	0	0
ENSGGOG00000032153	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032154	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032155	0.23203	0	0.61839	0	0	0	0	0	0	0	0
ENSGGOG00000032156	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032157	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032158	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032159	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032160	0.64748	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032161	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032162	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032163	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032164	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032165	0	0	0	0	0	0	0	0.56449	0	0	0
ENSGGOG00000032167	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032168	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032170	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032172	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032173	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032174	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032175	0	0	0	0	0	0	0	0	0.66895	0	0
ENSGGOG00000032176	0.2943	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032177	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032178	0.6867	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032179	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032180	0.60703	0	0	0	0.70044	0	0	0	0	0	2.12225
ENSGGOG00000032181	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032182	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032183	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032184	100.18662	0	98.22157	180.68476	166.7996	278.6397	143.94182	251.03244	62.88291	152.36999	46.2878
ENSGGOG00000032185	0	1.48603	0	0	0	0	1.38743	0	0.40836	0.34687	2.31526
ENSGGOG00000032186	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032187	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032188	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032190	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032191	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032192	0	0	0	0	0	0	0	0	0.66895	0	0
ENSGGOG00000032193	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032194	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032195	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032196	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032197	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032198	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032199	17.73493	77.60953	13.39195	0	77.76322	0.66337	78.03373	0	14.21701	0.46449	0
ENSGGOG00000032200	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032201	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032202	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032204	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032205	0	0	1.25824	0	0	0	0	0	0	0	0.82527
ENSGGOG00000032206	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032207	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032208	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032209	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032210	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032211	0	0	0	1.2062	0	0	0	0	0	0	0
ENSGGOG00000032212	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032213	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032214	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032215	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032216	0	0	0	0	0.73315	0	0	0	0	0	0
ENSGGOG00000032217	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032218	0	0	0	0	0	0	0	0	0	0	1.18847
ENSGGOG00000032219	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032220	0	0	2.10682	0	0.60811	0	0	0	0.48747	1.65626	0.9213
ENSGGOG00000032221	0	0	0	1.0845	0	0	0	0	0	0	0
ENSGGOG00000032222	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032223	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032224	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032225	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032226	0	0	1.58936	0	0.68812	0	0	0	1.10322	0	0
ENSGGOG00000032227	0	0	0	1.22917	0	0	0	0	0	0	0
ENSGGOG00000032228	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032229	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032230	0	0.52246	0	0	0	0	0	0	0	0	0
ENSGGOG00000032231	35.43839	0	47.22386	17.84882	212.80393	150.94613	26.13972	94.33466	34.11731	34.09395	15.172
ENSGGOG00000032232	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032233	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032234	2.1026	0	0	0	0	0	0	0	1.29658	0	0
ENSGGOG00000032235	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032236	0.41708	0	0	0	0	0	0	0	0	0	0.72913
ENSGGOG00000032237	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032238	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032239	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032240	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032241	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032243	0	0	0	0	0	0.74789	0	0	0	0.52367	1.16518
ENSGGOG00000032244	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032245	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032246	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032247	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032248	0	1.25741	0	0.70919	0	0	0	0.36914	0.34554	0.29351	0
ENSGGOG00000032249	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032250	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032251	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032253	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032254	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032255	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032256	0	0	0	0	0	0	0	0	0	0.32374	0
ENSGGOG00000032257	0	0	0	0	0	0	0	0	0	0.69369	0
ENSGGOG00000032258	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032261	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032263	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032264	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032265	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032266	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032267	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032268	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032269	32.54541	0	26.98502	19.22177	166.90507	101.44226	29.54928	82.90016	22.74487	28.41162	7.586
ENSGGOG00000032270	0	0	0	0	0	0	0	0	0	0.59348	0
ENSGGOG00000032271	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032272	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032273	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032274	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032275	7.09397	247.75339	1.5755	172.82882	23.19253	451.73754	25.0823	293.82941	5.46811	200.65023	59.9402
ENSGGOG00000032277	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032278	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032279	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032280	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032281	0	0	0.7743	3.30924	0	0	0	0	0	0.45653	0
ENSGGOG00000032282	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032283	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032284	0	0	0	0	0	0	0	0.6052	0	0.48121	0
ENSGGOG00000032285	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032286	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032287	0	0	0	0	0	0	0	0	0	0	0.42595
ENSGGOG00000032288	0	2.68188	2.12331	3.02492	0	0	0.83457	0.52479	0	0	0
ENSGGOG00000032289	291.88677	0	262.91561	81.3643	1485.34567	1634.31459	84.76877	416.20976	149.00511	128.30931	89.13518
ENSGGOG00000032290	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032291	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032292	14.77906	28.85483	18.11853	0	47.06723	0	45.51966	0	6.56171	0.46449	0
ENSGGOG00000032293	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032295	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032296	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032297	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032299	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032300	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032302	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032303	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032304	0.70084	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032306	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032307	2.85648	0	0	40.12802	1.31843	6.4105	8.0797	6.7742	9.51173	21.54506	0.99867
ENSGGOG00000032309	0	0	0	0	0	0	0	1.04152	0	0	0
ENSGGOG00000032310	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032311	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032312	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032313	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032314	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032315	1.52202	2.56173	1.3521	2.88941	0	0	1.59447	1.50397	0.93853	0	0.88695
ENSGGOG00000032316	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032317	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032318	0.73898	0	0	2.80565	1.70532	0	0	0	0	0	1.29187
ENSGGOG00000032319	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032320	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032321	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032322	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032323	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032324	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032325	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032326	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032327	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032328	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032329	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032331	0.61804	1.04023	0	1.17329	0	0	0	0	0	0	0
ENSGGOG00000032332	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032333	0	0	0	0.42732	0	0	0	0	0	0	0
ENSGGOG00000032335	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032336	31.82219	0	34.6951	15.1028	218.64567	129.8462	36.36836	100.05192	44.82078	28.97985	15.172
ENSGGOG00000032337	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032338	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032339	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032340	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032342	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032343	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032344	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032345	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032346	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032347	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032348	0.88868	2.24363	0	12.65297	1.53816	1.99439	2.79301	16.24559	11.50801	127.42522	6.99105
ENSGGOG00000032349	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032350	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032351	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032352	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032353	0.79052	0	2.10682	4.50215	2.73649	6.20919	6.2112	16.40386	38.02222	211.17101	4.14586
ENSGGOG00000032354	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032355	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032356	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032357	0	0	1.10478	3.14779	0	0.46518	0.65146	2.04811	1.53371	6.83959	5.07274
ENSGGOG00000032358	0	0	0	0	0	0	0	0	0	0	2.28554
ENSGGOG00000032359	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032360	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032361	0	0	0	0	0.67047	0	0	0	0	0	1.01578
ENSGGOG00000032362	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032363	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032365	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032366	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032367	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032368	0	0	0	0	0	0	0	0	0	0.27967	0
ENSGGOG00000032369	0.77257	0	2.0589	2.93316	6.23993	4.33434	2.42797	3.05356	0.7146	1.21394	0
ENSGGOG00000032370	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032371	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032372	0.63538	0	0	2.4124	0	0	0	0	0	0	0
ENSGGOG00000032373	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032374	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032375	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032376	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032377	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032378	0	0	0.66613	0	0	0	0	0	0	0	0
ENSGGOG00000032379	0	0	0.87105	2.48196	0	0	0	1.29189	0	0	1.14271
ENSGGOG00000032380	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032381	79.70515	160.78578	62.47768	81.21909	315.81021	232.14188	49.73205	162.73221	49.87262	104.98584	25.61353
ENSGGOG00000032382	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032383	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032384	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032385	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032386	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032387	0	0	0.79468	0	0	2.00751	0	0.58928	0	0	0
ENSGGOG00000032388	0	0	0	4.20853	0	1.65835	0	0	0	0	1.29187
ENSGGOG00000032391	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032392	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032394	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032395	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032396	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032398	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032399	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032400	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032401	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032402	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032403	0.67984	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032404	0	0	0	0	0	0	0	0	0	0.18417	0
ENSGGOG00000032405	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032407	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032408	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032409	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032410	0	0	0	0	0	0	2.05448	0	0	0	0
ENSGGOG00000032411	27.1935	15.80143	70.96422	17.82261	19.42456	13.80385	9.15699	17.75413	5.83912	4.83267	8.20614
ENSGGOG00000032412	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032413	0	0	0.91508	0	0	0	0	0	0	0	0
ENSGGOG00000032414	0	0	0	4.2177	0	2.99158	0.69825	3.07351	1.64401	21.64484	3.10713
ENSGGOG00000032415	0	0	0	0	0.72633	0	0	0	0	0	0
ENSGGOG00000032417	0	0	0	0	0	0	0	1.11965	0	0	0
ENSGGOG00000032418	0	0	0	0	0	0	0	0	0.46577	0	0
ENSGGOG00000032419	0	0	0	0	0.47546	1.38701	0	0.40716	0	0	0.72033
ENSGGOG00000032420	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032421	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032422	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032424	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032425	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032426	18.32605	62.68459	16.54303	1.12231	56.6171	0.66337	41.80374	0	8.7489	0	0
ENSGGOG00000032427	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032428	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032429	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032430	0	0	0	0	0	0	0	0	0	0	2.22149
ENSGGOG00000032431	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032432	0.8498	0	0	3.22651	0	0	2.6708	5.03833	0	0	0
ENSGGOG00000032433	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032434	1.32439	3.71513	1.76484	9.21867	3.05631	3.46752	1.38743	10.03305	7.7583	80.12075	4.63039
ENSGGOG00000032435	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032436	0.65366	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032437	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032438	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032439	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032441	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032442	87.30552	0	73.42773	186.11893	179.18574	322.00137	148.44009	253.86101	58.91136	141.12502	45.03669
ENSGGOG00000032443	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032444	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000032445	0	0	0	0	0	0	0	0	0	0	0
