Ensembl.Gene.ID	brain_GSM752631	brain_GSM752632	prefrontal cortex_GSM752633	cerebellum_GSM752634	cerebellum_GSM752635	heart_GSM752636	heart_GSM752637	adult mammalian kidney_GSM752638	adult mammalian kidney_GSM752639	liver_GSM752640	liver_GSM752641	testis_GSM752642	testis_GSM752643
ENSMMUG00000012265	19.84833	18.60911	11.19947	17.52933	23.16781	3.65153	5.99577	11.65557	13.30274	5.94317	3.87326	1.48262	0.96981
ENSMMUG00000012266	0.95535	0.54088	0.26864	0.30646	0.17987	0	0	35.66866	33.076	7.44494	8.97375	64.62157	54.3567
ENSMMUG00000012267	0	0.13298	0	0	0	0	0	0	0	0	0	0.22627	1.06291
ENSMMUG00000012268	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000012269	7.41305	14.44567	8.75334	14.50542	11.97303	41.65908	41.48109	51.96715	66.00128	38.51995	32.72111	47.49221	67.49819
ENSMMUG00000012270	3.47713	4.26152	3.40358	11.00731	5.97214	6.56083	9.23674	8.20706	8.82206	5.46449	1.98936	21.59808	11.30236
ENSMMUG00000012271	3.76306	3.72869	3.88807	1.81077	5.11673	3.64611	4.12885	5.09177	2.9739	2.5537	7.99535	166.93793	229.05226
ENSMMUG00000012272	0.3544	0.11705	0	0.11368	0.23363	0.34338	1.42576	1.09606	2.80061	2.47385	1.02731	0.19916	0.23383
ENSMMUG00000012273	10.29771	9.16253	10.17439	6.37062	11.11815	27.79484	92.81056	70.52115	65.93219	108.7958	185.74918	5.13762	5.3247
ENSMMUG00000012274	19.96792	19.33075	13.82187	28.71359	36.54084	0	0	0	0	0	0	0	0
ENSMMUG00000012275	9.51703	11.95427	6.8108	11.10135	9.60114	2.14237	5.27377	13.00722	10.33142	6.00173	3.3249	59.56145	45.13554
ENSMMUG00000012276	0.47415	0.7519	0.16797	0.63899	0.42208	0.36753	0.15617	0.51339	0.14988	0.29419	0.03749	6.19618	7.05894
ENSMMUG00000012277	20.49175	10.59724	13.15896	7.22811	13.23997	0.31643	0.4479	0.63127	0.38712	0.63321	0.64546	10.32321	13.31605
ENSMMUG00000012278	38.70645	39.16891	33.42797	37.05073	28.57087	110.51551	88.32617	6.15515	5.53184	1.64998	1.38353	5.4959	2.36373
ENSMMUG00000012279	9.93464	12.01727	9.44568	17.1344	12.12056	10.50096	7.36129	8.97827	6.11766	3.10201	1.83599	10.76737	7.66169
ENSMMUG00000012280	0	0.08323	0.04959	0	0	0	0	0	0	0.06514	0.0664	0	0
ENSMMUG00000012281	37.05224	44.83328	35.54841	77.99972	48.08983	22.43793	21.10878	43.79918	43.07626	14.23005	7.11191	188.30585	137.02373
ENSMMUG00000012282	13.60144	9.54143	6.89334	29.53754	12.25971	21.45908	10.96157	20.84668	10.65344	14.93624	11.32382	3.85569	1.90607
ENSMMUG00000012283	141.76209	127.92824	98.90716	144.25255	177.57652	1.31367	17.68648	1.39773	3.33332	0	0.05955	51.55984	28.26959
ENSMMUG00000012285	0	0	0.22033	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000012287	2.52033	4.9948	2.64544	18.59559	10.24631	1.08545	17.20706	3.46444	3.54087	1.73753	0.77491	4.2493	0.77609
ENSMMUG00000012288	4.93824	6.41536	0.71271	1.47841	3.47254	0	0	2.03626	1.9079	0	0	4.07023	2.47629
ENSMMUG00000012289	0	0	0	0.19295	0	0	0	0	0.31689	0	0	848.32955	519.50254
ENSMMUG00000012290	0	0	0	0	0	0	0	0	0	0	0	75.32454	53.38761
ENSMMUG00000012291	9.58494	13.37662	7.85091	40.8586	26.299	4.97063	6.44328	9.81177	10.66828	6.3867	2.64153	14.16824	12.07851
ENSMMUG00000012293	21.6344	24.0739	21.13646	8.17913	7.72546	0	0.37675	0	0	0.06654	0	0.21713	0.10197
ENSMMUG00000012297	15.56524	13.51014	8.69117	22.29466	20.40332	19.75792	27.14002	21.0844	32.80107	13.47553	6.24811	12.51082	9.31483
ENSMMUG00000012298	2.43579	2.78493	2.10198	1.4426	0.74109	0.18149	3.49504	24.629	13.62277	0.14527	0	0.47385	0.51923
ENSMMUG00000012299	14.52517	8.94382	9.00449	18.37119	20.00625	13.97311	12.5219	13.95804	4.26343	86.41962	22.02297	5.24756	6.28428
ENSMMUG00000012300	57.40021	56.6771	52.25622	26.65357	30.36526	7.77841	10.12958	26.07002	15.22577	7.16014	28.08415	6.25983	3.25766
ENSMMUG00000012301	0.86323	0.42758	0.25478	1.45372	0.21345	0.20914	0.47347	1.00109	0.68202	0.16741	0	0.36376	0.25629
ENSMMUG00000012303	114.28744	101.9192	116.19072	77.52518	79.38624	61.03949	141.30052	198.71569	79.74195	64.85644	69.96803	57.09993	26.81587
ENSMMUG00000012304	25.43378	20.85298	23.3195	10.84617	18.64106	11.1137	12.91332	15.26945	8.03954	5.02811	8.67373	6.05366	8.80534
ENSMMUG00000012305	23.98024	29.51921	28.55792	22.52601	27.03169	21.64896	18.94774	50.4982	40.22911	2.60245	1.90875	28.14889	27.89723
ENSMMUG00000012307	0.72505	1.31729	0.4638	0.98856	0.95615	8.60659	14.58603	1.02791	1.62355	1.12478	0.04777	0.86594	0.57415
ENSMMUG00000012308	1.0948	2.16942	0	0	0	2.12137	8.40792	0	5.19069	0	0.86544	1.84562	0
ENSMMUG00000012309	0.86431	0.21406	0.12755	0	0	0.20932	1.18536	2.0047	0.34144	0	0	1.45704	3.84919
ENSMMUG00000012310	12.11539	17.18872	11.21727	19.74112	18.10699	41.48635	24.01818	66.2115	51.35244	28.50913	8.97946	16.36407	13.51691
ENSMMUG00000012312	0.1268	0	0	0	0	0	0.13913	0	0	0	0.05012	153.33561	125.44203
ENSMMUG00000012314	8.63971	5.17628	9.96462	0.96683	1.25837	3.30955	2.3515	0.31061	0	0	0	0.45162	0.31814
ENSMMUG00000012315	0.1884	0	0	0	0.37278	0.5478	2.48171	0.58295	0.74483	3.5814	7.59951	3.97217	4.96208
ENSMMUG00000012316	5.70718	4.80669	6.57053	3.02078	5.64365	5.25328	13.4629	3.97141	3.15689	2.65568	13.87403	0.72159	1.24268
ENSMMUG00000012317	23.09497	15.76117	20.31775	23.69711	27.2239	33.34353	20.80892	22.7053	18.85514	11.15031	14.32842	48.09093	73.80988
ENSMMUG00000012318	13.84456	17.21664	12.67235	14.39626	8.36134	10.0832	14.37476	28.01858	23.49684	10.88148	9.80657	6.6577	5.33371
ENSMMUG00000012320	71.0739	49.07995	61.15417	43.19834	65.05297	36.61967	42.03403	55.45225	45.05524	9.70389	12.59411	53.28062	65.92579
ENSMMUG00000012321	31.12507	30.52597	11.75573	17.84483	18.24007	72.05642	172.65544	197.62436	96.95726	857.97155	736.04237	6.40494	1.76992
ENSMMUG00000012322	6.32855	9.4523	5.63215	11.24024	9.61739	0.09013	0.3064	0.43183	0.44136	0.10829	0.05519	14.0041	15.56679
ENSMMUG00000012323	1.34118	1.66112	0.98978	2.58117	0.99455	6.49712	4.0466	21.25701	40.80237	0.52001	0.53015	395.96332	255.24237
ENSMMUG00000012324	0.65442	0.21621	0.38638	0	0.43137	2.95917	3.82978	2.02397	1.72404	2.53787	10.17542	1.10332	0.86361
ENSMMUG00000012325	20.82229	31.39115	19.53401	38.96997	30.31723	9.5305	24.52811	27.2605	23.21849	31.01001	27.82296	5.81506	2.52863
ENSMMUG00000012326	38.74242	48.85817	39.80633	44.54637	26.36991	9.26273	8.28088	18.67327	15.10929	7.80441	1.19332	10.60353	13.54487
ENSMMUG00000012328	0.12879	0	0.15197	0	0	0.2494	0.56484	11.54301	13.01811	0	0.35615	0.10857	0.1019
ENSMMUG00000012329	48.98737	50.56976	40.33379	5.14287	11.18567	1.63973	3.51803	1.23963	3.6602	0.13813	0.176	0.30027	0.77573
ENSMMUG00000012330	0.19364	0.09593	0.28592	0.04659	0	0.23452	0.31888	1.34801	1.22473	1.69004	1.39738	0.65322	0.36427
ENSMMUG00000012331	0.64178	0.34686	0.31002	1.01064	0.51925	0.96101	1.02423	0.18044	0.09221	211.71857	108.39219	1.18037	0.39266
ENSMMUG00000012332	14.30191	15.07962	13.5319	14.5574	14.50531	10.57062	12.47314	21.97431	16.95296	14.50491	15.14804	41.34629	32.3383
ENSMMUG00000012333	0	0	0	0	0	0	0	0.79356	0	0	0	159.04354	224.75229
ENSMMUG00000012334	0.26083	0	0	0	0.12896	0	0	0.20167	0.20612	0.10114	0	389.07649	452.7011
ENSMMUG00000012335	23.54763	17.30506	20.85407	16.24023	17.076	22.62574	23.68344	19.42047	10.23464	10.501	17.29747	6.1205	10.72056
ENSMMUG00000012336	0	0.10882	0.12968	0	0.3258	0.10641	0	0	0	0.25552	0.04341	121.25782	83.94154
ENSMMUG00000012337	0	0	0	0.24405	0	0.24572	0.13913	0	0	0	0.1503	3.4193	3.41234
ENSMMUG00000012338	0.21224	0.10524	0.06271	0	0.10503	1.43968	3.02752	0.16424	0.50331	0.32921	0.67124	0.71565	0.12607
ENSMMUG00000012339	0	0	0.39939	0.65099	0.66893	0	0	0	0	0	0	0	0
ENSMMUG00000012340	1.82797	3.05054	2.4425	2.96272	2.90167	1.21181	2.16401	2.08291	1.90076	0.89531	0.79861	2.14924	1.77106
ENSMMUG00000012341	25.97819	21.31671	33.31174	16.40623	13.64723	0.39326	0.44533	0	0.64148	0	0.16044	0.34214	0
ENSMMUG00000012342	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000012343	6.44451	7.53381	4.40349	13.93683	11.17049	3.29748	2.46288	4.14319	6.75229	1.7409	0.71558	2.62477	1.37598
ENSMMUG00000012344	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000012345	1.32456	1.07388	1.56417	3.1289	5.47772	0.2333	0.79275	1.3036	2.66443	0.28018	3.18924	24.0581	29.50941
ENSMMUG00000012346	43.58147	48.88683	48.84002	68.52892	65.70153	45.73257	70.55366	116.7306	103.71042	83.79882	121.17489	115.62079	94.73043
ENSMMUG00000012347	11.33398	12.02639	10.43269	14.17081	10.06055	6.48522	11.06483	19.7347	15.3745	2.21482	3.66877	4.28813	1.97851
ENSMMUG00000012348	5.37898	5.50185	11.16651	4.8425	7.37805	5.54801	8.56726	16.36775	4.66197	6.32492	36.76337	11.26269	13.94461
ENSMMUG00000012349	5.3862	4.70163	4.39155	3.45553	5.19943	13.54397	16.18144	57.90721	27.76826	77.97696	179.14749	1.1892	1.57384
ENSMMUG00000012350	11.01409	8.63973	7.7898	7.06611	10.66446	36.46163	33.23271	100.41709	56.39354	150.7318	447.93078	1.25726	1.3626
ENSMMUG00000012351	0.46025	0.32574	0.38819	0.12655	0.52014	0.50965	0.79354	2.13542	0.31175	1.88687	0.75377	0.2217	0.07809
ENSMMUG00000012352	6.71762	8.30611	3.017	11.2717	6.0184	9.45734	7.24455	6.74788	9.98198	3.25064	0.68087	7.59885	7.38731
ENSMMUG00000012353	308.73474	350.94156	217.23609	215.43607	180.00698	67.98625	55.43096	55.18243	62.52577	35.5537	13.47177	130.69118	100.79519
ENSMMUG00000012354	11.8253	12.80442	6.04604	13.961	14.10467	10.27659	7.89184	5.46718	4.43158	1.70181	1.20474	12.1265	9.50769
ENSMMUG00000012355	0	0	0	0.28282	0	0.18972	0	0	0.15473	174.62496	55.59245	0.33027	0.23262
ENSMMUG00000012356	0	0	0	0.11281	0	0	0	0	0	0.09092	0	0	0
ENSMMUG00000012357	0	0	0	0	0	0.48759	0	0.3891	0	537.82425	131.0168	0	0
ENSMMUG00000012359	0.72324	0.17916	0.10675	0	0	0.17519	7.73705	2.51642	0.85731	0.14023	0.07147	0.30484	0.07158
ENSMMUG00000012360	18.58718	13.57708	17.51629	14.56209	20.38332	17.08594	23.79303	23.21535	24.66932	7.20777	4.99239	5.82556	16.36784
ENSMMUG00000012361	7.65383	5.05601	0	1.96408	5.55024	14.83192	8.95769	5.52332	6.45167	3.16589	10.48823	14.62444	28.48238
ENSMMUG00000012362	44.81482	53.43596	49.84335	0.52757	0.81307	0.06633	0	0	0	0	0	0.51984	0.24413
ENSMMUG00000012363	67.28878	56.03475	54.5202	37.88858	49.31498	40.22833	66.23712	98.15038	69.3914	86.9779	112.61842	62.35477	40.71386
ENSMMUG00000012364	65.46314	72.75901	53.13516	15.16614	13.92873	3.41194	4.5605	1.0712	2.00724	0.71628	0	3.74712	2.76532
ENSMMUG00000012365	118.87034	99.36033	116.05517	74.13259	85.80727	20.37572	25.98777	23.61925	30.78755	10.47242	9.45006	12.31562	12.09346
ENSMMUG00000012366	36.41932	39.63211	30.91468	27.8542	27.60596	31.13396	37.35501	82.34071	85.61294	45.74775	23.9747	26.72856	25.02101
ENSMMUG00000012367	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000012368	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000012369	0	0	0	0.34487	0	0.34723	0	0	0	0.27794	0.14166	0	0.28375
ENSMMUG00000012370	100.01239	119.26269	77.36456	120.58971	92.93525	118.13478	108.35343	179.2148	160.40085	95.56934	29.86024	84.89325	88.94398
ENSMMUG00000012371	11.12446	9.52819	7.62546	23.58827	22.74698	6.39404	10.75763	12.09998	11.84563	5.70306	4.86316	9.57619	5.8036
ENSMMUG00000012373	2.99231	1.34772	2.0879	8.37729	25.55541	1.58145	14.32679	3.78594	4.72934	1.89878	13.33382	0.45863	0.32308
ENSMMUG00000012374	29.99612	29.21548	38.74051	42.47974	50.30776	41.61411	46.65617	68.12847	51.04529	60.34064	197.69588	6.75256	3.57602
ENSMMUG00000012375	0	0.16484	0.19644	0	0	0.16119	0.18253	0.25726	0.26293	0	0	0.14024	0.06586
ENSMMUG00000012376	0.06322	0	0	0.18252	0	0.06126	0.2081	0.29329	0	0.39225	0.02499	11.03231	10.28707
ENSMMUG00000012377	390.36124	297.80311	347.63415	44.42279	59.29157	0	0.27528	0	0	0	0	3.38367	12.31542
ENSMMUG00000012378	0	0	0	0	0	0	0	0.66367	0.2261	0.05548	0	0.0603	0.05664
ENSMMUG00000012379	19.84707	10.82723	4.08153	12.44696	15.65669	13.6124	27.40382	36.20859	51.10523	20.58117	12.42896	26.88158	17.47995
ENSMMUG00000012380	14.7515	11.33535	12.97522	10.42968	11.61025	3.50032	3.30319	4.65547	1.42743	2.10135	7.97307	2.53783	2.26448
ENSMMUG00000012381	0.29515	0.09754	0	0	0.38921	0.57195	0.53967	0.45641	0.31089	0	0.15558	52.91181	52.89172
ENSMMUG00000012382	6.79656	6.21634	5.40169	7.54674	7.36715	6.20537	5.44937	7.88249	7.4366	2.33152	1.85991	7.05146	8.74462
ENSMMUG00000012383	0	0	0	0	0	0	0	0	0	0	0	2.31795	1.01085
ENSMMUG00000012384	0	0	0	0	0	0	0	0	0	0	0	101.86976	46.04887
ENSMMUG00000012385	0	0	0	0	0.40636	0.7965	0.22554	0	0.32488	0.15942	4.54885	0	0.97624
ENSMMUG00000012386	1.72718	2.13917	1.01974	2.97785	2.77539	2.02214	2.36874	3.11584	2.04721	1.11624	1.28007	6.55172	8.60389
ENSMMUG00000012387	3.20654	3.86633	2.05282	5.65115	3.78208	1.83417	1.94997	6.45207	10.74651	2.42692	0.733	8.89069	5.81189
ENSMMUG00000012388	19.95039	23.07609	15.19642	23.21507	24.20112	0.07823	0	0.12486	0.12761	0.06262	0.15965	8.46556	8.39902
ENSMMUG00000012389	3.29704	4.50511	1.98766	12.22428	6.86398	2.15217	2.01815	4.02532	2.79747	1.74958	0.74085	8.95251	7.46075
ENSMMUG00000012390	0	0	0	0	0	0.40184	0.68256	283.17086	229.10911	23.16064	1.06565	2.44738	1.06727
ENSMMUG00000012391	23.8455	15.71249	14.71215	22.25919	15.20925	9.93497	14.12821	16.59344	25.81611	5.64058	1.88519	3.41716	3.82323
ENSMMUG00000012392	0.97901	0.16162	0.57802	1.57019	2.58158	1.58092	1.25314	1.2617	1.28954	0	0.38699	0.1375	0.83973
ENSMMUG00000012393	1.61429	0.63985	0.38126	0.31063	0.95776	0.31275	0.17718	0.99858	1.02061	0.62592	1.27614	3.26581	1.34201
ENSMMUG00000012394	0.39106	1.35595	0.34628	0.37634	0.57998	0.18937	0	0.60473	0.92697	0	0	11.70016	17.02593
ENSMMUG00000012395	0.79224	0.78501	0.93549	0	0	0	0	0	1.25214	0	0	0	0
ENSMMUG00000012396	3.99264	3.27408	2.03213	6.8895	4.90113	0.66699	0.45326	2.129	2.39351	0.10675	0	9.2846	4.36033
ENSMMUG00000012397	13.65093	18.35692	5.32512	14.77886	15.42735	14.17141	14.44273	9.80087	18.87826	16.06971	10.59926	32.05606	23.06431
ENSMMUG00000012398	0.68025	0.1686	0.20081	0.98213	0.5046	0	0	0	0	0	0	13.47741	17.2376
ENSMMUG00000012399	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000012400	6.08199	4.08254	8.53312	2.20275	4.46226	93.0209	83.23607	0.60669	0.20669	0.30428	0.38778	1.10256	0.54368
ENSMMUG00000012401	15.27713	16.91846	11.14209	19.89078	17.77297	11.31951	10.84602	16.67585	9.9423	9.75754	3.55224	25.75647	32.01895
ENSMMUG00000012402	1.06572	1.58397	1.25831	0.51279	1.05385	0.5163	1.16931	1.648	2.52654	0.41327	2.73806	0.89837	0.63285
ENSMMUG00000012403	1.24237	0.94698	0.16925	3.58694	2.74073	0.37033	0.73409	16.55238	19.33447	9.85812	5.13783	8.78151	1.02158
ENSMMUG00000012405	6.98315	12.22416	6.77987	17.323	10.05108	3.759	4.3417	3.59963	4.29198	0.18058	0.0307	3.53197	2.02735
ENSMMUG00000012406	0.86847	0.86054	0.76913	0.55712	0.14307	16.54794	43.67128	1.56672	1.14365	70.94293	32.72517	1.70813	1.08865
ENSMMUG00000012407	1.64951	4.0863	0.48694	1.5874	4.28204	0	1.35739	0.31899	0.65176	0	0	21.72751	10.69367
ENSMMUG00000012408	15.83131	19.27938	19.77929	29.83132	54.08573	0.04953	0	0	0	0.27724	0.66617	0.51664	0.22239
ENSMMUG00000012409	1.52054	0.3014	0	0	0.90221	0.58928	1.3346	0.94048	0.48076	0.70759	0.36064	0	0.12042
ENSMMUG00000012410	17.49111	20.99759	21.00135	50.49753	80.91095	12.62916	9.04212	1.82063	1.46197	0.13042	0.09975	2.55199	1.73116
ENSMMUG00000012411	78.4304	97.84146	65.62793	102.08414	88.71677	125.74367	142.39177	226.86119	205.11213	131.93943	102.59809	45.89996	33.50675
ENSMMUG00000012412	1.75789	0.87092	1.03787	3.38356	3.69402	1.49044	0.48219	0.33994	1.04202	2.72685	1.30292	118.92342	117.87672
ENSMMUG00000012414	1.67245	6.62889	1.64575	20.38725	19.84656	3.24112	1.83502	0.86199	0.88101	0	0	0.46989	0.88285
ENSMMUG00000012415	12.4743	9.07823	9.48695	0	0.27882	0.06826	0.46396	32.47685	59.48079	0	0	0.11877	0.55798
ENSMMUG00000012416	19.34203	25.03862	10.68299	19.81466	25.91372	4.83639	14.03407	12.06059	15.77818	4.83898	6.16586	6.04863	5.43418
ENSMMUG00000012417	15.284	12.0468	12.66413	8.52417	15.11387	2.52426	3.71602	2.68569	2.47059	1.01033	2.81482	12.59122	14.2674
ENSMMUG00000012418	54.20759	86.65668	41.99746	81.43996	55.39251	0.62901	0.50875	0	0	0	0	0.82087	0.51401
ENSMMUG00000012419	23.05921	23.03654	20.28138	16.89416	21.95784	37.14559	30.92284	31.54949	48.14333	18.10466	16.9921	23.83793	31.36857
ENSMMUG00000012421	2.27214	1.47193	1.90895	4.87761	5.27123	0.76202	0.38349	0.94607	0.55241	0.27107	0.1036	40.66337	36.08317
ENSMMUG00000012422	0	0	0.04724	0.07701	0	0	0	36.12954	19.98081	0.06206	0.06326	2.22583	0.60182
ENSMMUG00000012423	3.18938	3.25601	2.3109	5.6734	4.25292	0.0469	0.26518	0	0	0	0	3.86985	1.60695
ENSMMUG00000012424	0	0	0	0	0	0	0	2.08347	4.14667	0.10997	0	0.41843	0.05613
ENSMMUG00000012425	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000012426	8.40146	15.81683	11.40859	11.58859	5.81549	0.814	0.61458	2.16531	2.21308	1.08598	0.22141	1.41638	1.10868
ENSMMUG00000012427	1.58738	1.94301	1.43342	0.71895	0.36938	0.27145	0.71724	0.72205	0.59038	0.07243	0.03691	78.32142	45.46943
ENSMMUG00000012428	0	0.22265	0	0.64855	0.4444	0	0	0.34748	0.35514	0	0	0	0
ENSMMUG00000012429	2.92331	3.73746	3.6189	1.90568	2.51782	8.31449	11.8986	8.89503	5.3654	2.63285	5.40487	2.8617	1.1573
ENSMMUG00000012430	5.78106	5.07982	4.95879	5.66835	10.7861	3.17059	6.58241	22.0961	12.92961	17.00369	12.54685	9.83855	8.07501
ENSMMUG00000012431	0	0	0	0	0.09824	0	0	0.15363	0.15702	0	0	99.8373	97.34973
ENSMMUG00000012432	2.37294	2.44541	0.67251	2.28358	1.59561	0.73577	9.58139	0.73378	0.74997	0.14723	0.03749	0.56004	0.63879
ENSMMUG00000012433	58.51615	34.78892	46.36756	55.71987	45.37803	50.13249	52.37705	56.19804	49.16279	62.10295	92.27884	81.26065	71.20418
ENSMMUG00000012435	18.84457	20.40947	18.02572	17.29137	7.36715	6.22777	20.0352	13.32789	16.16159	6.45786	3.98436	26.722	10.87237
ENSMMUG00000012436	68.52811	59.61453	49.43151	65.11076	83.1199	19.37796	29.62134	37.3298	39.98589	12.52432	9.13305	37.41796	27.96538
ENSMMUG00000012437	2.6959	2.67128	0	0.86479	7.99785	2.61212	0.98598	4.16889	7.10172	2.78779	1.77616	0	0
ENSMMUG00000012438	0	0	0	0	0	0.27513	0	0	0	0	0	0	0
ENSMMUG00000012439	26.7233	21.2487	26.68565	12.6997	29.0358	16.62251	18.46139	56.62986	38.06457	29.93707	60.77192	5.84033	13.58342
ENSMMUG00000012440	4.96877	2.3169	4.83178	2.53146	5.78047	3.39829	4.48975	4.97166	1.38574	2.49346	9.93601	2.95656	7.75258
ENSMMUG00000012442	2.39696	3.53217	1.85062	2.89806	2.61338	2.85836	3.37177	4.18174	4.07986	6.1012	1.28756	1.76157	0.46231
ENSMMUG00000012443	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000012444	0	0	0	0.23745	0	0	0	0	0	0	0	0	0
ENSMMUG00000012445	21.94834	21.04413	19.58445	13.53442	17.84084	9.42864	14.8076	26.801	28.5148	7.87768	10.78168	5.80805	4.61169
ENSMMUG00000012446	12.75825	9.48129	14.86689	6.46205	7.47022	47.98312	34.81188	18.17162	14.59256	12.88925	25.94571	30.9911	42.33383
ENSMMUG00000012447	21.2988	19.37944	18.25789	21.58075	32.80753	5.75453	8.08923	17.89313	14.40385	8.17985	10.60483	5.26537	2.35122
ENSMMUG00000012448	101.41864	84.62523	81.58206	123.47747	144.80755	129.49333	98.90044	112.44549	83.56831	63.89375	82.64697	137.79111	216.66015
ENSMMUG00000012449	18.72012	28.91622	18.04652	1.08173	1.7101	0.75397	4.17443	13.17063	16.60437	0.53654	0.29053	6.59649	6.45262
ENSMMUG00000012451	10.56486	9.91246	6.73433	26.992	16.73395	7.60935	8.51435	7.66266	14.33334	3.98808	2.6239	12.68882	9.17918
ENSMMUG00000012452	0.06665	0.13209	0.03935	0.57728	3.55917	0.06458	2.12081	2.57675	2.21222	0.15508	0.3952	0.78661	0.23748
ENSMMUG00000012453	46.4723	49.6636	47.20782	52.67509	39.16245	13.93479	28.14424	38.50436	33.0777	22.05814	20.66073	18.99935	16.69822
ENSMMUG00000012454	0	0.31823	0.09481	0.92702	2.54032	0.31118	0.88075	0.74495	1.01518	0	0.06347	236.72364	272.68773
ENSMMUG00000012455	48.1032	47.56076	39.15824	52.30362	52.61284	39.54628	41.81188	102.07933	96.59697	30.68543	27.73979	29.31524	29.59565
ENSMMUG00000012457	26.1198	28.74297	28.61092	23.01083	24.10716	5.67892	8.71412	6.63336	8.3236	2.07515	1.66206	24.38121	19.47032
ENSMMUG00000012458	3.58207	3.8402	3.36295	0.39563	0.40654	1.13795	8.50483	6.53811	4.17636	2.91471	1.23023	0.59399	0.02324
ENSMMUG00000012459	0.39233	0.38874	0.8105	1.69865	4.65464	0.7601	0.43046	0.60669	0	761.29194	1446.30489	0.33072	0.07766
ENSMMUG00000012460	1.33774	1.66541	1.62016	0.69323	0.54265	0.2991	1.31716	8.22158	9.48724	0.79809	0.24405	2.4288	1.35796
ENSMMUG00000012462	27.86415	22.20356	19.32734	32.44047	32.56389	28.6974	70.55229	80.1508	52.04646	73.59639	47.98538	10.34818	4.78267
ENSMMUG00000012463	17.90746	17.83735	11.15702	28.61608	24.55835	18.40119	14.16725	19.23863	18.32214	9.42945	2.71964	41.75115	43.07703
ENSMMUG00000012464	0.2881	0.57095	0.1701	0	0.2849	0	0	0	0	0	0	0.48573	0
ENSMMUG00000012465	0.27438	0.54356	0.64776	0	0.81379	0.26585	0.6019	1.69661	0	0.2128	0.10846	8.09311	3.47498
ENSMMUG00000012466	3.6023	2.03966	3.03832	0.99047	2.54443	1.49586	3.38782	0.79579	0	0.39912	1.22052	1.73523	7.33425
ENSMMUG00000012467	0.39955	0.264	0.2359	0	0.13164	0	0	0.412	1.47367	0	0	22.34587	22.25425
ENSMMUG00000012468	11.74094	2.08816	1.24423	11.58859	2.08395	17.79336	5.61525	27.00128	5.23379	13.54207	8.56805	3.80666	4.0522
ENSMMUG00000012469	27.776	20.68438	25.3626	15.02517	20.89862	30.25591	41.64401	47.75441	46.35391	33.38342	67.88839	125.36171	154.7995
ENSMMUG00000012470	6.24401	6.62889	5.39807	5.36503	10.14378	12.09991	8.80826	12.75918	14.45039	4.66962	3.70226	9.9631	19.95187
ENSMMUG00000012471	16.12772	10.8666	19.29769	10.13991	16.58604	6.66724	7.54997	12.3036	9.17634	14.00899	32.47021	16.67683	25.36867
ENSMMUG00000012472	21.69419	21.61096	15.06867	30.0319	27.64757	16.86088	21.00256	6.2789	8.43437	1.25969	0.04584	7.62794	9.09366
ENSMMUG00000012473	12.48839	9.9504	6.99316	11.52253	15.02277	16.46621	28.9582	39.4197	35.20228	54.91761	21.98505	9.65902	7.23757
ENSMMUG00000012474	26.19982	22.81586	21.16963	35.61041	45.20568	31.27398	38.45219	35.18935	28.0683	23.8807	36.35417	21.06119	25.36897
ENSMMUG00000012475	1.53228	2.53042	2.71391	16.87488	15.15156	0	0.18689	0.2634	0.53814	0	0.13459	0.14359	0
ENSMMUG00000012476	26.22475	27.04588	28.33342	44.80904	44.2799	36.81814	41.88858	51.86434	57.80186	20.75404	16.854	23.00914	24.86039
ENSMMUG00000012477	102.23235	107.58842	108.28691	68.657	71.61044	9.05218	70.08773	150.34822	123.92101	69.92711	155.7776	14.8845	9.34387
ENSMMUG00000012479	27.86758	27.33241	16.45324	37.93795	31.36625	8.06754	13.79664	21.37182	23.90222	7.38008	6.29145	7.3531	3.18415
ENSMMUG00000012480	0.10928	0.32485	0.3226	0.3155	0.75645	0	0.23981	0.50697	0.17272	0.08475	0.12959	25.14741	34.39183
ENSMMUG00000012481	4.36763	4.32774	3.83731	6.15455	8.68929	5.64235	7.70158	12.22149	11.66919	4.47615	10.85186	94.32282	129.82361
ENSMMUG00000012482	1.00358	0.49721	0.29626	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000012483	0	0	0	0	0	0	0	0	0	0	0	0	0.29426
ENSMMUG00000012484	31.32069	31.54473	22.13967	2.14712	1.69706	1.66283	6.40226	2.9192	2.03437	0.13309	0	0.57861	0.33974
ENSMMUG00000012485	2.00589	2.17694	2.42501	0.36765	1.32232	0.64791	0.73369	1.3293	2.71753	1.40762	3.20945	13.52766	15.27747
ENSMMUG00000012486	11.06431	7.33049	11.48015	9.13553	17.60935	9.32486	13.36103	18.52692	15.83157	11.83073	24.09343	13.57653	17.20985
