Ensembl.Gene.ID	27PC.Tau
ENSG00000100196	0.434973731492093
ENSG00000114480	0.330072759149998
ENSG00000198211	1
ENSG00000130270	0.907553063605685
ENSG00000132612	0.0840120687400175
ENSG00000185269	0.961099116409749
ENSG00000163481	0.158851542677667
ENSG00000132185	0.878587387725088
ENSG00000214226	0.802188735190383
ENSG00000170214	0.866340334453635
ENSG00000070669	0.341302439108383
ENSG00000198899	0.137083307771092
ENSG00000162931	0.907654885789001
ENSG00000184730	0.718392443035099
ENSG00000164483	0.726296765730215
ENSG00000187550	1
ENSG00000077312	0.168987958875049
ENSG00000145022	0.250291328506486
ENSG00000196169	0.90435580746994
ENSG00000257207	0.914676161852531
ENSG00000179841	0.894206262227004
ENSG00000132275	0.14813232174912
ENSG00000204160	0.36374757755324
ENSG00000261857	0.889217646701957
ENSG00000170876	0.240233661563378
ENSG00000119669	0.298785697420741
ENSG00000214188	0.955472851852918
ENSG00000171840	0.609778286323066
ENSG00000180376	0.289061900859095
ENSG00000010319	0.68426526269588
ENSG00000241484	0.618985866733269
ENSG00000074356	0.146653872602185
ENSG00000145861	0.795555274939527
ENSG00000007384	0.326884129484386
ENSG00000242515	0.837403149689824
ENSG00000102595	0.277799350093768
ENSG00000101336	0.542070266852448
ENSG00000144026	0.313135018034871
ENSG00000129559	0.0846594831189306
ENSG00000186051	0.997192864317359
ENSG00000175518	1
ENSG00000137501	0.442177011282029
ENSG00000256683	0.471770961113348
ENSG00000006715	0.223977405499888
ENSG00000041353	0.709926980810062
ENSG00000137699	0.799710985131322
ENSG00000081985	0.900828344738473
ENSG00000148229	0.238737543150886
ENSG00000115484	0.14171423024421
ENSG00000188811	0.141965529244702
ENSG00000129152	1
ENSG00000110719	0.292093432434114
ENSG00000185264	1
ENSG00000197213	1
ENSG00000143545	0.144772557784179
ENSG00000092470	0.631446474310876
ENSG00000100814	0.30443575253303
ENSG00000155622	0.995790219012328
ENSG00000149328	0.619234479561137
ENSG00000204291	0.498053281481521
ENSG00000163823	0.589307014563691
ENSG00000175718	1
ENSG00000188279	0.925956052430686
ENSG00000154710	0.380518505461561
ENSG00000132470	0.426004834707022
ENSG00000161955	0.34868076420925
ENSG00000182118	0.604889558019264
ENSG00000162739	0.813613852115405
ENSG00000139168	0.194128838873507
ENSG00000212864	0.770798745754579
ENSG00000198939	0.710184379572618
ENSG00000169951	0.406843122880348
ENSG00000187003	1
ENSG00000222005	1
ENSG00000166974	0.312017774061059
ENSG00000165959	0.534194969515431
ENSG00000140650	0.225773259478178
ENSG00000130856	0.56971324749018
ENSG00000162704	0.187514596137892
ENSG00000173302	1
ENSG00000175305	0.702205621472644
ENSG00000096006	0.889500384992596
ENSG00000115474	0.944024105287699
ENSG00000173826	0.927569568402933
ENSG00000204764	0.653735704847739
ENSG00000134588	1
ENSG00000136982	0.643467857512576
ENSG00000145919	0.203142614714908
ENSG00000203804	0.936238652530828
ENSG00000167994	0.462083445160343
ENSG00000104320	0.164859556443688
ENSG00000163125	0.256112587117763
ENSG00000147138	0.868739903342173
ENSG00000146426	0.431211583049783
ENSG00000187187	0.889058143638194
ENSG00000141084	0.336612678383934
ENSG00000143199	0.989321442781755
ENSG00000178665	0.647349354740151
ENSG00000141371	1
ENSG00000014914	0.52590343955346
ENSG00000197756	0.104529359010387
ENSG00000144045	0.840280660674604
ENSG00000185527	0.815808300755314
ENSG00000197406	0.893513182830585
ENSG00000113391	0.337472244688741
ENSG00000101680	0.864661394340848
ENSG00000146223	0.101983796618922
ENSG00000073754	0.949252211729853
ENSG00000066135	0.22508811282494
ENSG00000128713	0.940011081685651
ENSG00000152078	0.601542704490589
ENSG00000151718	0.461696223446873
ENSG00000170175	0.326099538948461
ENSG00000163331	0.825623754085093
ENSG00000214106	0.390975484526639
ENSG00000108771	0.301583282615747
ENSG00000204188	1
ENSG00000186153	0.421613585508895
ENSG00000139908	0.84814135850242
ENSG00000069849	0.274678465993626
ENSG00000141569	0.227526960705881
ENSG00000115762	0.251704038834766
ENSG00000164035	0.479175886862925
ENSG00000249709	0.258311904589691
ENSG00000196600	1
ENSG00000244165	0.442619886988532
ENSG00000173890	0.503719689672555
ENSG00000125355	0.847087435988272
ENSG00000112319	0.801669710825671
ENSG00000197181	0.909117349111538
ENSG00000136098	0.342189663865657
ENSG00000134897	0.243215096241366
ENSG00000251139	1
ENSG00000240403	0.982463745031344
ENSG00000235863	0.440494069709357
ENSG00000040933	0.272888218655675
ENSG00000152763	0.837908997248047
ENSG00000132703	0.978953181800642
ENSG00000121851	0.2038108335832
ENSG00000137054	0.353072672047947
ENSG00000115944	0.176601322559047
ENSG00000166664	0.798692792580951
ENSG00000132026	0.946258079321449
ENSG00000138802	0.168069027432514
ENSG00000115266	0.988867176122415
ENSG00000164896	0.109772397533781
ENSG00000176402	0.918835044154247
ENSG00000151846	0.366714916835132
ENSG00000139613	0.131951119535397
ENSG00000206075	0.819598658405046
ENSG00000100425	0.369630166913752
ENSG00000198797	0.952370376726502
ENSG00000113580	0.241042486006742
ENSG00000187266	0.497295845095225
ENSG00000104853	0.0965108423738348
ENSG00000111652	0.155600319933717
ENSG00000158864	0.222620802828593
ENSG00000166710	0.0759475123563639
ENSG00000051825	0.349885418357665
ENSG00000144031	0.889970905965954
ENSG00000183783	0.942524170261655
ENSG00000146826	0.29173214681245
ENSG00000137857	0.738095942045466
ENSG00000164066	0.532845430051011
ENSG00000186297	0.992333435480681
ENSG00000250264	0.717246013070675
ENSG00000063761	0.205745800253118
ENSG00000093134	0.888012887603336
ENSG00000226174	0.996405631644761
ENSG00000139874	0.813947434383945
ENSG00000152049	0.629564889519898
ENSG00000156113	0.540103409928674
ENSG00000236624	0.682360148524215
ENSG00000079689	0.81862800421959
ENSG00000231925	0.226554783703887
ENSG00000119714	0.644915745891458
ENSG00000196453	0.287304214577734
ENSG00000092096	0.565161591653624
ENSG00000188511	0.855963579002536
ENSG00000131187	0.936089217442844
ENSG00000136100	0.257204938858334
ENSG00000165655	0.576860364088189
ENSG00000070601	0.960626592108991
ENSG00000121716	0.198420800138607
ENSG00000125875	0.13565785052634
ENSG00000148795	0.930327602366443
ENSG00000107165	0.874836137114726
ENSG00000101439	0.196838008265531
ENSG00000163521	0.602806518562008
ENSG00000135090	0.165206404440293
ENSG00000178796	0.85480723730119
ENSG00000183146	0.968591732353413
ENSG00000186310	0.748328157986295
ENSG00000116151	0.50464181877167
ENSG00000181781	1
ENSG00000183795	1
ENSG00000203722	0.940944510948126
ENSG00000162191	0.133521320347723
ENSG00000050438	0.809064533742661
ENSG00000206531	1
ENSG00000172995	0.975599379422521
ENSG00000255748	0.89811255723189
ENSG00000213934	0.976721847565608
ENSG00000179195	0.220019265189107
ENSG00000172531	0.162628390586321
ENSG00000071054	0.293096170642036
ENSG00000166321	0.519036524503475
ENSG00000124588	0.359275316965747
ENSG00000076258	0.624752117689768
ENSG00000242247	0.234014631900333
ENSG00000255103	0.587968791352845
ENSG00000151952	1
ENSG00000172288	1
ENSG00000121653	0.742986315818771
ENSG00000176986	0.113942342837674
ENSG00000144824	0.362999633757098
ENSG00000126107	0.247723256039961
ENSG00000059915	0.720760356183721
ENSG00000198498	0.26186033097946
ENSG00000086288	0.950859543974693
ENSG00000106665	0.485847746331002
ENSG00000168746	1
ENSG00000198075	0.644076457785234
ENSG00000083099	0.224623260598505
ENSG00000185559	0.870169910611383
ENSG00000204947	0.787022960633293
ENSG00000185792	0.998416217108754
ENSG00000129472	0.118975509339543
ENSG00000172732	0.177083537953617
ENSG00000091140	0.243705701239842
ENSG00000140675	0.975386271625746
ENSG00000084110	0.905048792316531
ENSG00000135845	0.113109737352147
ENSG00000125319	0.904353087267366
ENSG00000076555	0.550386908108288
ENSG00000123472	0.318555553026551
ENSG00000244694	0.897847608271192
ENSG00000173699	1
ENSG00000187531	0.265654441077949
ENSG00000096088	0.902857529482465
ENSG00000127743	0.91026641866379
ENSG00000101255	0.553607396886045
ENSG00000116120	0.173317238692107
ENSG00000168772	0.795769531474047
ENSG00000130734	0.306448767506223
ENSG00000171735	0.200997499095804
ENSG00000197168	0.975694373961893
ENSG00000071242	0.347054444532519
ENSG00000103546	0.90908307210627
ENSG00000105376	0.955516320565816
ENSG00000138115	0.973884913286988
ENSG00000170289	0.996936806960113
ENSG00000145040	0.992847653287938
ENSG00000122584	0.965968930688663
ENSG00000183960	0.915461175740641
ENSG00000107262	0.126849303283587
ENSG00000125531	0.999149171831896
ENSG00000105205	0.820858297966548
ENSG00000015676	0.196041817567436
ENSG00000089060	0.347456356033414
ENSG00000214415	0.987214372240786
ENSG00000155085	0.549318162256618
ENSG00000215529	0.993568815456
ENSG00000261210	1
ENSG00000164296	0.474101786410056
ENSG00000125746	0.188867124135297
ENSG00000154342	0.976873161450775
ENSG00000156860	0.267770871911878
ENSG00000196611	0.856893419162774
ENSG00000137124	0.472686607014244
ENSG00000198715	0.261940182534912
ENSG00000005471	0.904160338412677
ENSG00000185272	0.738475967564917
ENSG00000180011	0.208934108009374
ENSG00000154451	0.659596530222315
ENSG00000163882	0.143420376160431
ENSG00000143315	0.307237214226867
ENSG00000176797	0.990097850352085
ENSG00000163497	0.857832171487057
ENSG00000224361	0.994582135698479
ENSG00000167077	0.5533679256122
ENSG00000135776	0.409957331234814
ENSG00000198860	0.144449193810026
ENSG00000101883	0.98703443773474
ENSG00000125744	0.491838620028116
ENSG00000165810	0.675673659681865
ENSG00000165792	0.164504732379442
ENSG00000187546	0.883652692349631
ENSG00000196917	0.922829851118536
ENSG00000076356	0.490428401146014
ENSG00000117519	0.186182385919867
ENSG00000162482	0.785572194985017
ENSG00000139697	0.511380098010243
ENSG00000204120	0.250035633806712
ENSG00000140511	0.673699252771498
ENSG00000204311	0.843740347025912
ENSG00000178057	0.296041800585362
ENSG00000115524	0.118626484731492
ENSG00000160888	0.280297853629821
ENSG00000143333	0.683081823670219
ENSG00000115129	0.372493779118276
ENSG00000258790	0.93098473928416
ENSG00000007541	0.277441068680845
ENSG00000184857	0.212338312620714
ENSG00000010610	0.429085057122317
ENSG00000151881	0.482335351205704
ENSG00000205356	0.25009412044807
ENSG00000167992	0.865928819227278
ENSG00000205089	0.730027888132957
ENSG00000136522	0.180413239330839
ENSG00000108523	0.0706128211289999
ENSG00000129317	0.359299382265631
ENSG00000110148	0.930203511280521
ENSG00000105679	0.994184524608943
ENSG00000150527	0.261642336097873
ENSG00000122696	0.336722706676674
ENSG00000177576	0.143663191893896
ENSG00000105298	0.258870099855232
ENSG00000132383	0.163193454993592
ENSG00000129003	0.266211927150605
ENSG00000153779	1
ENSG00000002586	0.133780271494943
ENSG00000248713	0.971662570260815
ENSG00000186844	1
ENSG00000165219	0.271043454008634
ENSG00000153064	0.711079071387026
ENSG00000139546	0.188431606693528
ENSG00000220008	0.986106985088395
ENSG00000078328	0.95428270529836
ENSG00000259332	0.926898646064085
ENSG00000189252	0.997747702226473
ENSG00000186446	0.488205589631257
ENSG00000139572	0.94182648858477
ENSG00000164972	0.837543974965593
ENSG00000171067	0.318988436172065
ENSG00000205277	0.924574021878901
ENSG00000242441	0.979220832486221
ENSG00000132744	0.796415446003731
ENSG00000135951	0.723947361426241
ENSG00000178828	0.892991869684882
ENSG00000214819	1
ENSG00000066455	0.152005356804651
ENSG00000228278	0.954718788838883
ENSG00000197530	0.272038473568758
ENSG00000198563	0.096107996796436
ENSG00000163221	0.853798077545291
ENSG00000182583	1
ENSG00000184056	0.185947903718161
ENSG00000138757	0.156390942376794
ENSG00000142867	0.36743343443229
ENSG00000149633	0.605860164406891
ENSG00000156471	0.186915192772492
ENSG00000162458	0.357256029217983
ENSG00000135698	0.208828337682848
ENSG00000102054	0.276807350439277
ENSG00000173113	0.146770064209553
ENSG00000134121	0.642075879682442
ENSG00000171291	0.444243970097287
ENSG00000164898	0.505984204025154
ENSG00000141642	0.368624770364903
ENSG00000214575	0.765806301483226
ENSG00000173262	0.939987089288039
ENSG00000006282	0.282860423427328
ENSG00000171116	0.977303255544119
ENSG00000135318	0.409172634579898
ENSG00000188051	0.956148021552105
ENSG00000146070	0.612986223905084
ENSG00000181036	0.855033820899606
ENSG00000147140	0.110825092170783
ENSG00000172724	0.650866764070554
ENSG00000151239	0.224326924364627
ENSG00000174407	0.963290840925655
ENSG00000163736	0.91982542087608
ENSG00000161243	0.671944152237208
ENSG00000179057	0.947297909352795
ENSG00000135114	0.747338912005779
ENSG00000182318	0.79247364386235
ENSG00000204531	0.835786484056077
ENSG00000087087	0.247347183916002
ENSG00000254706	0.815732078724363
ENSG00000185716	0.32178791296212
ENSG00000187601	0.313613081964798
ENSG00000254999	0.0727643479376756
ENSG00000086548	0.711194976103569
ENSG00000135763	0.571686315834574
ENSG00000182272	0.866795628820973
ENSG00000099999	0.300688165331433
ENSG00000162399	0.984651015228512
ENSG00000167131	0.960452728099634
ENSG00000085563	0.616638080553778
ENSG00000112029	0.580901446914021
ENSG00000105467	0.999631877353221
ENSG00000108518	0.15463248672483
ENSG00000222040	0.877515842050313
ENSG00000196123	0.260861500445378
ENSG00000215187	0.954719469274477
ENSG00000184481	0.519857938749214
ENSG00000165935	0.989929206332844
ENSG00000172967	1
ENSG00000163467	0.999322083888596
ENSG00000158220	0.882792469752138
ENSG00000179097	0.98710591801488
ENSG00000100836	0.122347151523831
ENSG00000205846	0.998090975194423
ENSG00000126756	0.134301331788869
ENSG00000135454	0.930343327693606
ENSG00000134453	0.136616159443824
ENSG00000136274	0.846555981467371
ENSG00000213420	0.841705054378266
ENSG00000125462	0.979970904130283
ENSG00000215472	0.467739243245817
ENSG00000105136	0.29156943310349
ENSG00000167632	0.271316944245252
ENSG00000129480	0.265705158052691
ENSG00000188993	0.910096157051049
ENSG00000187461	0.944581331957383
ENSG00000164076	0.992037825454362
ENSG00000170209	0.999676337813848
ENSG00000185950	0.515420846730015
ENSG00000206549	0.970010289672731
ENSG00000213214	0.50193140243452
ENSG00000214046	0.100962816361532
ENSG00000119912	0.4029800357745
ENSG00000172053	0.0957757374574175
ENSG00000243708	0.800809147875203
ENSG00000108759	1
ENSG00000070371	0.775833946069043
ENSG00000107014	0.901091868328358
ENSG00000167393	0.522356731724835
ENSG00000181562	0.992787272477501
ENSG00000006047	0.892149154732589
ENSG00000038945	0.585918735433513
ENSG00000158079	0.556406234338787
ENSG00000168813	0.376692111865499
ENSG00000184012	0.642643526824397
ENSG00000053372	0.171389185324407
ENSG00000183813	0.861468687450469
ENSG00000108691	0.333936476378774
ENSG00000107147	0.939361228350049
ENSG00000170619	0.125443953433969
ENSG00000145990	1
ENSG00000151632	0.578945627461118
ENSG00000121057	0.288453049873526
ENSG00000131368	0.139415185515785
ENSG00000126259	0.996792506684014
ENSG00000158578	0.974512394828891
ENSG00000155890	1
ENSG00000159527	0.965743238490104
ENSG00000259224	1
ENSG00000182400	0.248829831316085
ENSG00000182162	0.750274462223965
ENSG00000256316	1
ENSG00000139197	0.255020835655696
ENSG00000261611	0.961783142337574
ENSG00000183814	0.587211564306987
ENSG00000005238	0.298258228413828
ENSG00000234965	1
ENSG00000204954	0.218852566124884
ENSG00000100122	0.965727007008105
ENSG00000175544	0.926832881263564
ENSG00000171791	0.518646799948857
ENSG00000121101	0.997737106503695
ENSG00000170540	0.16165706844314
ENSG00000121691	0.290429837861596
ENSG00000184983	0.264234939624728
ENSG00000146918	0.48155612557105
ENSG00000130522	0.278951175608726
ENSG00000169851	0.568688499580362
ENSG00000037280	0.57783311919255
ENSG00000177688	1
ENSG00000173918	0.467854566178568
ENSG00000185304	0.857142770442239
ENSG00000197965	0.185986989643984
ENSG00000239306	0.202246066171402
ENSG00000137142	0.974970201010571
ENSG00000125815	1
ENSG00000072163	0.355281957307354
ENSG00000138286	0.246011973070101
ENSG00000163064	0.943814131352061
ENSG00000189221	0.38878901551901
ENSG00000143702	0.393311332385123
ENSG00000106560	0.475478622030815
ENSG00000129988	0.96740972104581
ENSG00000160785	0.289717061406597
ENSG00000172215	0.649625969343949
ENSG00000198728	0.230907231086925
ENSG00000214113	0.207848554689304
ENSG00000185897	0.971568264491051
ENSG00000164535	0.302570336264718
ENSG00000115616	0.824005818720483
ENSG00000160209	0.350774778631708
ENSG00000205670	0.192657671516802
ENSG00000142405	0.947120977749993
ENSG00000173153	0.379679560207886
ENSG00000185686	0.97924836669627
ENSG00000215029	1
ENSG00000168958	0.295609677843879
ENSG00000167779	0.390166155332243
ENSG00000111667	0.205428932995282
ENSG00000177697	0.168339245279172
ENSG00000176692	0.996324016213657
ENSG00000163362	0.657935124631857
ENSG00000137656	0.276691237509265
ENSG00000265264	0.959333278353283
ENSG00000123500	0.913312683454745
ENSG00000125482	0.220076028203389
ENSG00000105339	0.438597092948671
ENSG00000150526	0.878762113024357
ENSG00000104848	0.964043402771042
ENSG00000204978	0.929807933350955
ENSG00000253313	0.621142360820193
ENSG00000144227	0.956204924869024
ENSG00000204681	0.431762606641078
ENSG00000169991	0.562517326426097
ENSG00000006634	0.699809357991396
ENSG00000118017	0.982350538767852
ENSG00000198478	0.452020442179623
ENSG00000221983	0.143340062099947
ENSG00000130475	0.76473309369508
ENSG00000109390	0.21541409401028
ENSG00000143450	0.932529007585097
ENSG00000123454	0.966487717999105
ENSG00000145536	0.905082712919802
ENSG00000109063	0.871990127147182
ENSG00000165023	0.95601256593136
ENSG00000130054	0.949757376834581
ENSG00000165071	0.674792190643366
ENSG00000185567	0.831975725683281
ENSG00000123091	0.139214863097966
ENSG00000196873	0.203482247538054
ENSG00000091527	0.158136107085547
ENSG00000160961	0.398525793170942
ENSG00000141655	0.766116719889817
ENSG00000010626	0.552067402093565
ENSG00000181617	0.880420494984236
ENSG00000234545	0.282820839055855
ENSG00000198805	0.401735190658129
ENSG00000167377	0.221164923094489
ENSG00000108055	0.25091301934261
ENSG00000101444	0.198698396310942
ENSG00000179564	0.990680558431571
ENSG00000111671	0.385229602616373
ENSG00000185038	0.945103913674752
ENSG00000242362	1
ENSG00000163380	0.962359990479946
ENSG00000234068	0.997634791877781
ENSG00000174792	1
ENSG00000157764	0.381042798687953
ENSG00000093072	0.395434648634845
ENSG00000056097	0.154170330645462
ENSG00000106853	0.386381117206227
ENSG00000063244	0.103376477191787
ENSG00000147168	0.511885440677018
ENSG00000186231	0.96270322937108
ENSG00000100012	0.97986297845137
ENSG00000197172	1
ENSG00000111276	0.169666229363808
ENSG00000235750	0.446374923162759
ENSG00000105383	0.644816380324201
ENSG00000091513	0.844889063793601
ENSG00000092067	0.984191418329759
ENSG00000183850	1
ENSG00000253309	0.921492773398361
ENSG00000117174	0.202468197819618
ENSG00000147588	0.978710121249649
ENSG00000165102	0.190466542465538
ENSG00000166133	0.315750584148618
ENSG00000230567	0.32310644266317
ENSG00000147234	0.944483266644521
ENSG00000166741	0.516708302682062
ENSG00000186792	0.847368532802888
ENSG00000141279	0.198710543904308
ENSG00000101365	0.159968304894802
ENSG00000125207	0.999151956113909
ENSG00000134256	0.750230252172387
ENSG00000145604	0.575147955960069
ENSG00000197557	0.644077732969456
ENSG00000182902	0.902831234013882
ENSG00000146006	0.970350733113801
ENSG00000164825	0.718771108775473
ENSG00000085831	0.609851694650892
ENSG00000198818	0.113691419350191
ENSG00000102898	0.155721561474896
ENSG00000182993	0.867089780682479
ENSG00000153531	0.888674616193008
ENSG00000119673	0.45268794965834
ENSG00000188343	0.507655794570768
ENSG00000087077	0.229530179738884
ENSG00000183571	0.987722845355124
ENSG00000187730	0.974491314784249
ENSG00000163026	0.426504326895326
ENSG00000123584	1
ENSG00000083844	0.477624018608148
ENSG00000125841	0.451572052870788
ENSG00000135436	0.999474861232152
ENSG00000136052	0.532176577600585
ENSG00000213927	0.99913526833909
ENSG00000139719	0.341820562149229
ENSG00000215305	0.154946540276262
ENSG00000144583	0.988233568672058
ENSG00000182217	0.602028445032995
ENSG00000174628	0.46666944884346
ENSG00000117500	0.150205125359924
ENSG00000154065	0.585516832351575
ENSG00000005194	0.301078163737641
ENSG00000204439	0.168081883167385
ENSG00000185842	0.693001464391711
ENSG00000095139	0.0733155428828465
ENSG00000145911	0.841282879340847
ENSG00000075891	0.985279627850831
ENSG00000249115	0.313107277824539
ENSG00000169710	0.525536471649208
ENSG00000175262	0.958368000823987
ENSG00000182405	0.671994505835398
ENSG00000139626	0.539160814877371
ENSG00000124215	0.918959642581267
ENSG00000112304	0.318086978090552
ENSG00000164761	0.786266704081914
ENSG00000172179	0.973302383488731
ENSG00000146122	0.482061575513021
ENSG00000147119	0.731294219759539
ENSG00000183682	0.977810619117825
ENSG00000118729	0.832557148524493
ENSG00000079482	0.605040264063406
ENSG00000173482	0.302213520597426
ENSG00000119917	0.306510344922652
ENSG00000204019	0.994062527084273
ENSG00000213030	1
ENSG00000169045	0.159456917346774
ENSG00000015568	0.446701516286788
ENSG00000132207	0.459625938668584
ENSG00000185254	1
ENSG00000138193	0.529678328922683
ENSG00000100994	0.298655386745178
ENSG00000205710	0.839962320210583
ENSG00000143633	0.254749233526147
ENSG00000244486	0.58392895973007
ENSG00000198131	0.279719858238814
ENSG00000170180	0.983981172206207
ENSG00000171136	1
ENSG00000250641	1
ENSG00000241360	0.617256607660595
ENSG00000206199	0.968052657273557
ENSG00000183317	0.883916355389181
ENSG00000107020	0.236096520430365
ENSG00000100156	0.904729454653623
ENSG00000112619	0.887994013459643
ENSG00000188373	0.896764502428212
ENSG00000168615	0.194358116612428
ENSG00000109101	0.97824599196759
ENSG00000188505	0.933579217029494
ENSG00000174516	0.405205924235309
ENSG00000171103	0.205517539323495
ENSG00000163359	0.409016692646938
ENSG00000226321	0.964272123954919
ENSG00000247121	0.88574855455585
ENSG00000162944	0.706733527426567
ENSG00000153802	0.997436128496689
ENSG00000121552	0.73538720560204
ENSG00000197448	0.148777354354001
ENSG00000075624	0.110212597025806
ENSG00000139291	0.251041481150002
ENSG00000034152	0.366287336805444
ENSG00000168026	0.734150325698877
ENSG00000101670	0.820645544944435
ENSG00000157450	0.144146773841181
ENSG00000164916	0.479984066624688
ENSG00000182871	0.298291759825576
ENSG00000136732	0.372658822015144
ENSG00000226979	0.929196491940441
ENSG00000113648	0.230978226288339
ENSG00000261359	0.993894101770852
ENSG00000138778	0.819403431430626
ENSG00000241973	0.280049446488239
ENSG00000240583	0.374749681938061
ENSG00000012124	0.766862517191991
ENSG00000181234	0.889101228917475
ENSG00000125726	0.908524912038558
ENSG00000151838	1
ENSG00000164543	0.408985231380672
ENSG00000146276	1
ENSG00000186818	0.596984521989789
ENSG00000158792	0.553345095853866
ENSG00000166246	0.99099761822346
ENSG00000072506	0.230488276302214
ENSG00000222012	1
ENSG00000165807	0.85410409442455
ENSG00000198924	0.196214761187811
ENSG00000117507	0.99205194643657
ENSG00000178404	0.999703413550167
ENSG00000126550	0.959306676616908
ENSG00000144597	0.398455254109686
ENSG00000167601	0.340257663858837
ENSG00000161513	0.668286459366181
ENSG00000267618	0.967082296110894
ENSG00000221829	0.293471014321364
ENSG00000154265	0.351411545263817
ENSG00000155052	0.946583406471877
ENSG00000198718	0.273029604471147
ENSG00000145428	0.944475580711205
ENSG00000176083	0.931658930512841
ENSG00000047644	0.334966313639275
ENSG00000174697	0.976580386113005
ENSG00000183111	0.581728632877852
ENSG00000183648	0.201676825267318
ENSG00000137288	0.319641951323565
ENSG00000167085	0.187236795377905
ENSG00000108256	0.3080812853916
ENSG00000137285	0.724279376136071
ENSG00000174227	0.177876459862007
ENSG00000166734	0.206107099972866
ENSG00000186049	0.974482031982578
ENSG00000163281	0.252468586520679
ENSG00000176894	0.443936622239815
ENSG00000114107	0.449877129735666
ENSG00000101951	0.931556833811469
ENSG00000162078	0.824202030377845
ENSG00000172935	0.580280209821836
ENSG00000110079	0.442800574030742
ENSG00000130177	0.0996634727512285
ENSG00000100314	0.916899466919971
ENSG00000166507	0.26333719399439
ENSG00000229474	0.744493302791472
ENSG00000126254	0.137672423782325
ENSG00000111371	0.318135472411305
ENSG00000156313	0.31527939603545
ENSG00000143157	0.17131168274786
ENSG00000205531	0.140079556318589
ENSG00000168872	0.107586080669927
ENSG00000108684	0.966901453672864
ENSG00000260548	0.996792819534915
ENSG00000169689	0.199114673683017
ENSG00000159214	0.529763882067091
ENSG00000114904	0.46859766494345
ENSG00000020633	0.649763797989881
ENSG00000104133	0.152858851330532
ENSG00000168944	0.280783646908107
ENSG00000186827	0.710658490304339
ENSG00000165914	0.364242684020727
ENSG00000106991	0.238946126216421
ENSG00000196531	0.125640210979769
ENSG00000163295	0.941936851929485
ENSG00000014123	0.139124156101272
ENSG00000101017	0.413903381284177
ENSG00000111344	0.778318869971914
ENSG00000166272	0.241033800642902
ENSG00000258366	0.307833555110082
ENSG00000177150	0.392146089421905
ENSG00000197910	0.963523293749702
ENSG00000164400	1
ENSG00000204525	0.21356962375956
ENSG00000204882	0.930498584429895
ENSG00000137462	0.616272599950701
ENSG00000130255	0.201024629528718
