Ensembl.Gene.ID	brain_GSM1064856	brain_GSM1064857	heart_GSM1064858	heart_GSM1064859	mesonephros_GSM1064860	mesonephros_GSM1064861	liver_GSM1064862	liver_GSM1064863	testis_GSM1064864	testis_GSM1196057	female gonad_GSM1064865	female gonad_GSM1196056
ENSXETG00000001820	4.86357	7.49836	7.27828	5.29062	2.87494	2.08746	4.09918	2.37756	9.09979	12.88136	0.42784	0.73695
ENSXETG00000001821	0	0.06977	0	0.05804	27.61815	41.10021	133.47095	106.56663	2.63	4.27289	12.19192	10.42167
ENSXETG00000001822	183.53304	163.55613	26.97696	23.13658	36.94612	56.60094	23.76323	20.21512	24.25827	8.21003	52.6066	34.30336
ENSXETG00000001823	0.44625	0.48907	3.94768	2.5519	5.87765	3.21914	2.53895	2.89641	1.72517	4.52885	1.66692	2.40442
ENSXETG00000001824	25.4366	28.74988	9.12901	11.60903	11.51975	14.39459	8.32678	5.02696	39.75794	16.96804	26.15071	7.55473
ENSXETG00000001828	1.42167	2.28055	9.83463	8.37173	63.62355	35.23221	28.12722	17.09052	12.54306	6.47831	52.6368	30.13268
ENSXETG00000001829	294.37044	244.88133	400.28313	278.042	537.59727	392.99741	364.37875	249.44536	232.45602	154.74093	111.25158	116.25162
ENSXETG00000001831	6.62101	7.1061	3.92246	4.51253	7.82189	6.79245	4.5104	3.10319	9.97521	12.33947	39.92117	31.58328
ENSXETG00000001833	17.49371	15.01072	8.78197	7.44379	7.69458	7.66441	8.53137	6.00718	10.90828	9.62315	29.369	27.40874
ENSXETG00000001834	20.28971	14.84379	10.47953	13.52055	11.01309	13.85374	7.3443	5.23786	76.3746	89.57486	128.63318	250.83729
ENSXETG00000001835	0.3622	0.37893	0	0.51579	0.4647	0.60556	0.88062	1.74548	0.09271	0.67344	0.08805	0.19781
ENSXETG00000001836	0.34796	1.19621	0.49558	2.59572	1.49668	3.48267	0.98642	3.62331	52.16564	14.07345	123.77413	71.38391
ENSXETG00000001837	125.63799	122.32377	4.46771	4.09799	4.75522	3.42229	3.75273	3.20253	11.80781	13.28894	20.55813	27.17208
ENSXETG00000001839	8.20089	8.61738	0.31105	0.50302	17.31786	9.06386	1.54275	0.47877	3.61129	5.87209	10.91759	1.79069
ENSXETG00000001840	4.96917	5.15676	2.65112	5.19625	8.06847	10.84364	3.6646	4.36227	11.81054	11.94872	48.08407	68.01707
ENSXETG00000001845	11.68018	8.76738	11.53438	11.6688	11.38339	11.97123	3.43414	3.12349	27.08772	33.48957	27.68804	46.67878
ENSXETG00000001846	9.79044	4.13578	0	0	0	0	0	0	0.40583	1.16357	0	0.06183
ENSXETG00000001850	8.14377	7.30271	2.27472	3.28697	8.45667	11.51362	3.93214	4.07303	20.82937	20.69718	16.02532	11.92091
ENSXETG00000001851	2.56895	1.67066	0	0.24169	0.32662	0.48641	0	0	1.30335	1.94315	0.12379	0.2781
ENSXETG00000001852	18.18872	19.73632	18.25426	19.94923	18.10261	16.32266	4.34429	4.98006	41.05679	25.56535	48.50841	95.05489
ENSXETG00000001853	38.466	44.42442	28.36604	39.97286	36.11937	49.33795	16.20192	22.20334	128.77038	266.13068	63.60494	143.34691
ENSXETG00000001854	1.95756	2.20836	1.03664	1.13913	2.96236	2.06539	1.32258	0.82604	12.33032	18.73604	25.24051	28.35244
ENSXETG00000001855	5.09911	5.86424	4.94873	5.47601	7.99571	8.74051	4.21179	3.86814	22.74178	35.1512	27.04753	45.37422
ENSXETG00000001856	3.12247	2.66493	0.22339	0.43928	0.61845	0.34951	0.09115	0.05555	1.81793	2.80511	0.03138	0.05876
ENSXETG00000001859	32.81549	43.03743	30.5251	46.78344	51.98869	86.62365	36.51023	63.87874	48.53269	19.10497	257.79259	258.09887
ENSXETG00000001861	2.5739	1.40929	1.4824	3.45411	0.54317	0.46344	23.92754	9.47224	41.70152	14.60383	0	0.02411
ENSXETG00000001863	0.89121	0.53612	0.06058	0.03877	0.08383	0.29266	0.63431	0.4218	1.02467	1.29505	0.2185	0.26771
ENSXETG00000001865	26.07872	35.11017	6.56705	5.05983	6.85796	4.0807	0.99583	0.8498	11.03483	9.15772	0.70507	0.55652
ENSXETG00000001866	0	0.17479	0.03029	0.07272	1.25773	3.62893	1027.68043	871.04775	1.2861	3.39953	0.0149	0.13388
ENSXETG00000001868	171.43573	200.12644	969.77819	952.64838	527.59278	436.65952	143.61474	127.83101	434.95309	369.7453	225.56353	295.94043
ENSXETG00000001869	48.80872	62.98311	20.67059	21.43603	28.04777	27.66592	15.0664	14.82501	38.24743	28.69984	41.49711	33.02556
ENSXETG00000001873	0	0	0	0	0	0.08762	0	0	0	0	0	0
ENSXETG00000001875	28.24233	15.27585	1.74154	2.50854	10.47684	8.17378	7.72683	7.14616	1.12732	1.47755	22.56081	8.79682
ENSXETG00000001879	2.87269	0.94451	1.41325	2.73204	2.97298	5.28273	2.40743	1.86456	2.50365	9.12191	2.19498	4.29423
ENSXETG00000001880	15.76631	10.86779	3.3717	3.52632	2.27586	1.69894	2.01271	1.61561	10.66062	9.19925	8.92104	10.26684
ENSXETG00000001882	11.06992	11.63105	0.17299	0.18688	2.58129	0.68942	0.57631	0.27097	0.22395	1.02722	0.02127	0.38222
ENSXETG00000001883	7.58783	7.10088	1.36367	1.8389	5.03042	6.11197	2.26487	3.60637	5.76964	12.09639	15.01236	24.17282
ENSXETG00000001884	25.04355	35.91593	16.35965	22.06644	27.48893	42.76457	24.93584	29.63171	151.3176	76.49105	212.17914	131.55142
ENSXETG00000001885	39.82432	23.82521	10.19482	8.18667	15.19384	9.02743	7.50703	3.67316	12.32467	12.74207	60.79901	38.62197
ENSXETG00000001886	8.60995	14.54189	4.47993	12.8901	8.99301	13.08267	5.5079	7.3211	23.86703	14.78541	2.17898	0.94983
ENSXETG00000001887	14.53815	10.33673	5.32815	4.04005	12.62923	9.50815	8.32623	5.33395	19.69408	12.31216	27.47173	31.95981
ENSXETG00000001888	18.4364	13.30773	5.27746	4.76422	7.54927	6.74459	4.28305	2.71802	19.09259	26.72024	7.03328	10.99077
ENSXETG00000001890	19.55343	23.47991	8.25838	10.42271	34.02511	33.69847	71.60776	59.46896	107.08555	140.94271	52.38497	52.1171
ENSXETG00000001891	3.6101	3.24311	10.88165	10.24453	16.79796	12.92028	10.13879	9.67582	4.18025	5.00527	0.08743	0.29467
ENSXETG00000001892	44.03519	46.66351	3.35514	5.02522	11.79298	11.0539	3.42282	2.83461	21.39484	22.44185	12.2326	16.14481
ENSXETG00000001893	0.04783	0.02502	0	0	0.0225	0.06282	0	0	1.88557	6.56461	0.12791	0.09578
ENSXETG00000001902	15.15336	10.76126	0	0	0	0	0	0	0	0.05403	0	0
ENSXETG00000001903	21.69155	21.53101	6.0236	5.78433	10.15099	11.17946	4.92199	3.7251	172.71984	179.61749	68.81995	43.36611
ENSXETG00000001904	0.18991	0.24282	0.01914	0.4223	0.03969	0.27713	0.45503	1.57777	0.25744	0.49967	0.05643	0
ENSXETG00000001905	1.97105	1.84765	0.97173	1.8251	3.72374	6.60044	1.55082	2.17918	4.45489	4.68469	0.01404	0.04735
ENSXETG00000001907	0.35828	1.0307	4.22075	5.92374	2.86509	9.9609	3.86339	4.49331	0.16811	0.38566	0.07986	0
ENSXETG00000001908	0.17143	1.43465	7.53425	4.92276	4.35443	2.02647	2.88369	2.10933	1.28711	3.69032	0	0.08583
ENSXETG00000001910	4.52292	3.61107	2.48086	1.34654	2.09035	2.29301	1.60868	1.014	7.41042	10.12137	12.2372	14.81857
ENSXETG00000001911	1.26621	1.05195	0.57374	0.45373	0.77084	0.8153	1.79917	0.52877	4.96352	32.47055	3.22025	25.88033
ENSXETG00000001912	3.75654	5.13084	9.64557	8.80843	7.55948	6.39639	6.03141	5.03739	8.61875	6.96392	38.32434	22.3606
ENSXETG00000001913	10.56929	13.00262	46.98245	26.86956	47.62516	45.87025	60.00634	99.53548	42.11496	23.33315	1.06867	0.63697
ENSXETG00000001920	25.61683	23.80397	4.48505	3.19629	6.09122	6.81428	9.88173	13.84759	3.22821	3.14941	7.11712	4.53498
ENSXETG00000001921	9.74519	8.42949	5.49919	3.90812	6.62604	5.76255	4.68894	2.95756	18.56696	8.02424	9.24254	3.53113
ENSXETG00000001922	368.24395	203.72652	0.10875	0.06964	0.37642	0.10508	0	0	0.95754	1.42109	0.01782	0
ENSXETG00000001923	17.38778	13.79421	11.592	7.29152	14.67874	11.20129	9.53954	7.50834	21.12726	22.70286	22.4308	13.49238
ENSXETG00000001924	65.7996	62.60912	49.61921	33.69113	45.91164	47.41432	28.32802	28.03605	141.56747	137.8641	107.51044	150.19584
ENSXETG00000001925	0.08179	0	0	0.28471	0	0	0.07056	0	0.07677	0.17608	0	0
ENSXETG00000001926	14.36576	12.37047	3.26271	3.62457	11.32413	10.46278	4.91778	8.46959	12.93694	10.22035	92.30245	54.67768
ENSXETG00000001927	6.02687	3.73639	1.74475	1.2141	2.46763	2.49226	1.32393	0.73952	7.62086	8.43957	19.50043	21.73703
ENSXETG00000001928	0	0	0	0	0.82762	0.21007	0	0	0	0	0	0
ENSXETG00000001929	0.26166	0.07466	0	0	0.04475	0.06249	0	0	0.66983	1.15229	0	0.0953
ENSXETG00000001930	3.11779	1.30472	0	0	0	0.14894	0	0	0.05321	0.24405	0.96012	0.11354
ENSXETG00000001931	2.27237	1.77034	0.87632	1.26227	1.77405	3.09071	1.04275	1.14412	7.53299	26.07348	33.10064	105.88057
ENSXETG00000001932	0.03987	0.04172	0.50615	0.69439	1.05099	1.71188	233.80063	148.44935	0.86125	1.54598	0.03555	0.03993
ENSXETG00000001933	58.37529	46.54564	16.86951	13.81172	25.76958	19.46993	22.85396	13.56772	84.05053	98.07286	41.5588	76.00435
ENSXETG00000001934	0	0	0	0.04901	0	0	0	0	6.55604	9.94413	0	0.05639
ENSXETG00000001935	0	0	0	0	0	0	0	0	0.06093	0.02331	0	0
ENSXETG00000001936	0.14773	0.11593	1.84094	1.12496	49.48279	32.2461	2.70836	1.15368	4.36793	4.45273	1.87669	3.69843
ENSXETG00000001938	0	0	0	0	158.13172	633.09448	0	2.25197	0.26269	0.60258	0	0
ENSXETG00000001940	0.05981	0.18772	257.47901	215.17177	0.11255	0.06984	0.1548	0.07549	0.91688	2.48939	0	0.01996
ENSXETG00000001943	13.13755	12.26314	7.33847	5.61785	11.16158	10.19041	6.42409	3.13569	41.96178	50.19591	39.19764	32.97313
ENSXETG00000001947	0.85515	0.7063	0	0	0	0	0	0	0	0	0	0
ENSXETG00000001949	8.89923	7.60653	3.9077	3.13372	8.17849	6.34689	4.51142	3.34344	14.35893	8.88793	42.4667	21.70383
ENSXETG00000001951	136.40399	126.38277	57.07737	40.57474	67.81568	56.76226	27.99765	25.39249	105.77721	159.69541	140.67508	297.05948
ENSXETG00000001952	4.47117	5.21461	2.65648	4.5759	4.16372	8.01053	2.92245	4.72887	46.85821	48.3367	14.33656	16.10413
ENSXETG00000001956	5.97103	4.91551	4.67196	2.82529	4.528	2.74299	2.7867	1.43615	5.63497	11.53755	4.29027	6.24044
ENSXETG00000001957	23.82931	24.41334	22.94946	28.67185	41.43353	40.67786	18.20369	16.63799	52.00275	37.82586	77.29397	73.65732
ENSXETG00000001958	47.84894	42.68629	42.89956	44.07452	90.03631	116.49409	38.68043	30.85677	60.91582	217.19634	39.12997	165.25968
ENSXETG00000001959	0	0	0	0.11027	0	0.11097	0.03644	0.07996	0.59478	0.34106	0.01883	0
ENSXETG00000001963	0.2695	0.3904	0.31943	1.17276	0.56567	0.85333	2.02115	2.512	1.10921	1.07124	0.07392	0.08303
ENSXETG00000001966	2.32772	1.90578	0	0	0	0	0	0	0.18995	0.16341	0	0
ENSXETG00000001967	199.13114	224.45945	120.09697	101.45309	58.14128	54.3187	3.95092	5.54225	78.89626	34.32053	8.11345	20.02701
ENSXETG00000001968	0.02725	0	0.02469	0.11846	0.08964	0.02386	0.12916	0.05153	0.06386	0.04396	0	0.02728
ENSXETG00000001971	0	0.02232	0	0.01857	0	0.01868	0	0	12.22949	10.12299	0.05701	0.6833
ENSXETG00000001972	8.81781	7.68091	16.73659	11.79039	101.22684	91.03655	28.2083	21.0636	15.48695	23.05681	80.25843	81.89236
ENSXETG00000001974	1.46117	1.13235	0.83376	1.31867	3.41139	2.89085	2.05425	1.1782	1.77783	5.18453	0.14472	0.37932
ENSXETG00000001979	8.63564	7.18785	4.42855	3.60521	7.78164	6.89795	6.69488	3.27243	13.97892	16.87947	14.75913	10.32706
ENSXETG00000001980	1.23541	1.14331	0.30141	0.20675	0.89405	0.74895	0.45091	0.08993	1.78388	3.73365	9.23377	14.89218
ENSXETG00000001981	3.96354	2.85411	2.00589	1.11987	2.80891	2.38901	0.75494	0.34107	4.20325	13.18701	5.50639	13.29827
ENSXETG00000001982	0.05766	0.81436	0.0261	0.15054	3.90591	4.5191	2624.36378	1827.25593	1.02825	1.52065	0	0
ENSXETG00000001983	8.16794	6.29411	2.99115	1.74522	4.63838	2.21348	2.19866	0.88983	3.90182	13.96388	2.45812	7.57233
ENSXETG00000001985	31.89837	19.95653	27.59867	21.52077	46.61599	25.89725	8.11431	6.78571	12.72964	18.75102	8.93417	15.60912
ENSXETG00000001986	85.7493	75.19861	16.12565	11.73473	17.86164	14.74791	8.89354	5.74323	80.05763	50.40514	373.38625	146.5187
ENSXETG00000001990	10.66898	10.07592	0	0	0.31246	0.14541	0.03579	0.03927	0.52603	0.46919	0.44408	1.72515
ENSXETG00000001992	0	0	0.15536	0.07459	0	0	0	0	0.08045	0	0	0
ENSXETG00000001994	5.99946	4.33289	0.23167	0.22247	8.19416	4.86565	0.8822	0.38721	48.8075	31.06017	114.62048	33.51927
ENSXETG00000001996	4.78597	4.49031	2.53629	2.22065	4.53604	3.52173	2.50571	2.00353	7.39479	7.48071	12.99842	2.20192
ENSXETG00000001997	76.43958	75.44597	57.00415	46.3631	53.46575	55.21805	43.38562	28.60099	107.59394	128.37967	171.79878	266.37835
ENSXETG00000001998	136.14829	156.27866	194.86173	181.1382	134.86741	177.55867	107.15876	104.55991	258.86229	144.45707	138.83024	119.96411
ENSXETG00000001999	4.1728	4.12718	0.03755	0.02703	0.19486	0.3808	0.37515	0.21563	1.23425	1.88363	0.3969	0.20739
ENSXETG00000002000	43.74032	52.8727	2.90042	1.72937	1.47605	0.53121	0	0	1.47252	2.85966	0.01864	0
ENSXETG00000002001	1.93445	1.86187	1.33236	1.21209	2.76644	2.06666	2.70353	1.42827	4.97492	14.32606	8.51883	35.52579
ENSXETG00000002003	41.30765	35.25725	12.64924	16.4528	21.60899	33.17648	13.12462	14.00436	45.70259	57.31568	26.26788	45.18409
ENSXETG00000002004	1.54581	1.52207	0	0	0	0	0	0	0.08534	0.24469	0	0
ENSXETG00000002005	1.0153	3.14866	0.72296	0.63111	1.09169	0.88909	0.53181	0.17163	8.10023	10.81193	2.55365	3.19529
ENSXETG00000002006	13.37072	15.99161	13.72855	13.59987	15.95786	20.42279	7.78825	22.26982	11.52253	11.92615	18.47324	24.99684
ENSXETG00000002007	55.63655	60.46758	37.82505	35.78505	50.35248	84.15033	24.58878	29.02558	70.6894	61.26508	113.35255	127.10703
ENSXETG00000002008	10.97867	10.63133	12.13345	9.68736	10.72929	5.681	3.9333	2.37792	9.85204	13.3192	7.23396	3.88408
ENSXETG00000002009	40.93145	29.68002	1.92772	1.67578	14.51492	6.37263	15.00933	9.02904	13.24029	9.85788	0.53894	0.20179
ENSXETG00000002012	1349.21355	3543.70305	12077.92501	17002.85036	7645.78014	7666.73182	7305.37694	6354.22297	2429.80362	1423.80317	595.29708	339.92885
ENSXETG00000002013	2.19466	1.62198	1.09479	1.29664	2.29214	1.46345	1.02485	0.87671	17.93436	29.71392	2.88975	5.50419
ENSXETG00000002015	0	0.02209	0.01914	0	1.31223	0.92528	3.82848	3.40051	0.45617	0.20472	0	0.02115
ENSXETG00000002017	195.56305	177.14317	53.87011	57.94836	538.98675	799.64009	72.83061	93.83544	131.87452	124.22278	126.85565	238.99622
ENSXETG00000002019	0	0.04942	0	0	179.36418	160.33027	26.2912	11.57456	0.39882	0.33036	1.47304	5.20037
ENSXETG00000002021	0.04127	0.07196	0	0	0	0	0.18989	0.48187	0.02582	0.01481	0	0
ENSXETG00000002023	26.11064	26.07613	9.98385	10.94611	34.30517	37.70315	15.46607	16.55905	54.87652	58.67048	14.51209	9.69973
ENSXETG00000002025	45.81906	32.55037	1.69936	1.73924	0.55712	0.43215	0.02128	0.02335	1.36635	3.26677	0.02199	0.0247
ENSXETG00000002026	26.30007	27.3913	0.40938	0.05126	0.72068	0.344	0.0847	0.09294	0.7927	1.1417	0.01749	0.01964
ENSXETG00000002027	27.08333	24.07016	0.0298	0.0572	0.09278	0.0288	0.14177	0.06221	2.52968	3.18417	0	0.06581
ENSXETG00000002028	9.0238	5.45889	2.35215	3.13647	3.25172	3.76851	2.09992	0.78926	5.02374	7.88934	2.81727	0.98303
ENSXETG00000002029	6.12085	4.70187	2.46314	2.92406	3.48343	5.4537	2.28944	2.79559	19.72571	10.73517	51.98815	15.72993
ENSXETG00000002030	10.17231	9.9564	4.80292	7.11661	6.80927	8.05947	4.27721	5.36726	13.47897	4.14059	105.97102	45.85124
ENSXETG00000002036	18.02481	16.20783	13.76985	15.16743	84.65216	71.29016	23.58206	20.16379	9.22795	27.57989	35.1904	92.85599
ENSXETG00000002038	33.50652	33.92627	24.01595	24.32623	33.44211	32.82971	17.54578	16.23512	218.88875	176.87888	171.65321	198.54139
ENSXETG00000002039	1.1396	1.00596	0.41956	0.74382	0.90467	0.96674	0.33797	0.60675	2.30638	7.20676	5.61911	23.17935
ENSXETG00000002040	0.47489	0.68916	1.40214	0.95988	8.22971	7.61965	0.56829	0.5365	8.02311	14.57682	23.54301	22.13519
ENSXETG00000002041	17.67288	12.6803	2.31246	2.68322	2.65637	2.20346	1.39625	0.82747	15.93344	33.54517	1.40061	0.44949
ENSXETG00000002042	50.30581	46.20679	40.40321	43.09925	55.45448	52.25268	40.61625	33.38662	55.76144	20.04716	157.02593	66.26187
ENSXETG00000002043	5.44363	3.75039	1.98533	2.91747	3.31032	3.72056	1.43176	2.73348	9.84482	11.96931	32.43009	71.12856
ENSXETG00000002044	31.41455	33.7016	0.02683	0	0.5014	2.64464	0	0	1.52846	3.28268	0	0.02965
ENSXETG00000002045	0.11387	0.27796	0.82543	0.89174	2.92793	3.85514	2.22639	2.29912	7.40917	20.18061	8.66087	21.7755
ENSXETG00000002046	0.04256	0.08905	0	0	0	0	0	0	0.0799	0.68698	0	0
ENSXETG00000002047	4.1576	2.40615	4.89014	4.38794	15.77139	26.45391	14.04182	10.96903	4.81558	5.14184	30.35981	25.95366
ENSXETG00000002049	1.60294	1.17389	0.8716	1.11598	0.56556	1.12298	0.34571	0.34137	2.21917	8.54097	19.93377	18.53916
ENSXETG00000002052	5.14398	6.71104	0.05484	0.47398	0	0	0	0	0.11359	0.13027	0	0
ENSXETG00000002058	0.85075	0.74172	0.08566	0.08226	0.71148	0.86919	0.61164	0.44738	1.77445	16.17844	5.73011	20.49295
ENSXETG00000002059	5.09126	4.79031	3.50538	4.60325	3.59254	3.1701	2.93766	7.13497	61.53238	20.6579	171.77282	101.71432
ENSXETG00000002061	24.01207	24.96503	9.94143	10.06513	10.65224	9.91469	8.91464	4.74322	19.0418	22.34814	13.3889	18.71475
ENSXETG00000002062	18.74282	20.24629	5.7746	2.63182	8.67645	12.47867	0.82671	0.56545	0.28034	1.20568	0.19972	0.324
ENSXETG00000002064	36.1354	34.28653	23.04574	21.59218	28.32523	27.04088	22.40524	13.64523	179.44812	74.00752	202.16396	125.1157
ENSXETG00000002066	8.93728	11.32482	6.91234	7.94522	11.2718	17.37317	5.01828	5.79781	25.45459	17.87205	50.96172	30.74404
ENSXETG00000002071	3.4757	1.81807	0.60574	0.87252	0.9433	1.1121	1.32625	1.64496	1.12923	2.1584	15.55139	63.78428
ENSXETG00000002072	20.812	20.36644	7.76466	6.34838	12.34059	12.46313	5.78741	5.70009	39.65863	45.42048	39.11999	41.73741
ENSXETG00000002073	4.86803	4.84321	1.92465	2.84503	2.22267	3.00911	1.13227	1.58112	17.02212	24.73596	21.46384	34.31332
ENSXETG00000002074	5.41687	4.97589	1.63133	2.17014	3.29404	3.54319	1.58146	1.3131	15.02014	15.09251	25.80771	19.82801
ENSXETG00000002075	3.14971	2.68686	15.34799	11.1539	18.35025	5.58006	6.66776	2.84382	0.70499	6.38963	35.65907	12.83426
ENSXETG00000002076	1.84965	4.94137	1.0177	1.46594	0.74581	0.34711	0.05698	0.06252	14.32261	17.03017	2.35551	2.64592
ENSXETG00000002087	4.7907	4.90297	2.02921	2.67367	4.11533	4.01279	2.87512	1.57731	7.67342	5.99755	14.29737	16.11225
ENSXETG00000002095	8.10765	7.03218	5.46354	4.72386	24.66605	29.77488	6.49632	7.82749	8.23848	17.00685	22.918	44.27063
ENSXETG00000002097	1.49809	1.10041	0.05776	0	0.23991	0.33492	0.02749	0.03016	0.23933	0.72053	0	0
ENSXETG00000002098	1.55092	2.02817	5.13009	7.96308	2.77241	2.64836	0.93658	1.46804	2.2563	2.25372	0.41476	0.07765
ENSXETG00000002099	0	0	0	0	0	0	0	0	4.81977	4.75619	0	0
ENSXETG00000002100	0.07276	0.11418	0	0.28495	0.17115	0.28673	0.2197	0.2755	14.51363	45.43059	47.06214	132.21582
ENSXETG00000002101	1.67226	1.71986	1.25862	2.29393	0.95998	0.84387	0.46458	0.26828	5.61323	3.44754	0.05054	0.11354
ENSXETG00000002103	59.91063	49.94914	9.76499	9.78631	6.00896	2.35038	0.08452	0	7.66792	11.21905	0.17466	0.52967
ENSXETG00000002104	5.29864	3.71429	0	0.04681	0.05061	0	0	0.02548	8.7852	8.3381	9.25499	15.91729
ENSXETG00000002106	43.48527	32.73625	0	0	0	0	0	0	1.65531	0.35257	0	0
ENSXETG00000002108	2.48082	2.55721	1.48781	1.58743	13.4209	12.42775	8.74968	4.69657	58.41771	102.26077	6.17923	7.78134
ENSXETG00000002109	0.09141	0.19121	5.79773	6.20369	8.08273	11.68477	0	0.08653	0.77202	0.19673	0	0
ENSXETG00000002112	1.7267	0.74465	1.23038	1.9271	1.28974	2.4932	0.61405	0.37429	5.27034	3.43355	3.50155	0.63353
ENSXETG00000002117	2.50495	2.35667	0.97991	1.28598	5.61211	5.94947	2.54971	2.47345	5.5818	14.37412	2.34545	6.04526
ENSXETG00000002119	4.79215	5.7541	1.33245	2.01408	3.45836	5.96091	1.151	2.1134	8.05015	21.4247	8.59241	19.49438
ENSXETG00000002120	14.24978	13.59243	0	0.08105	0.24097	0.18348	0	0	4.7205	5.51391	0.02074	0.0233
ENSXETG00000002121	16.73318	18.85253	3.11062	4.88511	5.07956	5.19751	4.22584	3.95975	4.42977	2.57864	30.08829	5.65685
ENSXETG00000002122	12.24063	9.214	3.99073	8.50884	4.07291	2.54906	11.1395	8.26602	2.24172	6.98966	0.13308	0.74739
ENSXETG00000002123	56.09013	39.86625	33.44714	26.20629	41.42558	32.13454	29.0009	18.33555	45.89392	48.23004	80.00998	88.39152
ENSXETG00000002125	0.27799	1.16338	1.15893	2.08063	1.1509	1.89894	3.21383	3.21047	4.90561	6.52372	0	0
ENSXETG00000002126	1.18748	1.65644	0.50644	0.46603	5.65185	4.62847	13.21725	12.69493	2.07613	20.22591	3.09268	15.38811
ENSXETG00000002131	0	0	0	0	0.08408	0	0.0771	0.04227	0	0	0	0
ENSXETG00000002132	0.02988	0.03126	0	0	0	0	0	0	0	0.32191	0	0
ENSXETG00000002133	0.19712	0.46399	0	0.17154	2.82823	1.9419	0.3401	0.46646	3.05273	2.387	1.31788	0.49345
ENSXETG00000002134	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000002135	0	0	0	0	0	0	0	0	0	0	0.05303	0
ENSXETG00000002137	5.04935	6.4983	7.26333	5.92861	8.29472	6.24651	0.20742	0.07584	5.22822	6.9018	0.07143	0.16052
ENSXETG00000002138	179.1311	458.65609	11.03885	11.84744	22.92052	29.93867	2.20766	3.00364	21.13645	11.78953	0.09126	0.10251
ENSXETG00000002140	0.23043	0.06432	0.01393	0.01338	0	0.01346	0.07951	0	0.25956	0.46305	0.0137	0
ENSXETG00000002141	0.08706	0.04205	0	0	0.08823	0.25214	0.20797	0.00636	0.92395	0.91547	0.01193	0
ENSXETG00000002143	3.50746	2.62102	0.41625	0.47239	5.22492	3.10803	0.61238	0.43477	1.21493	3.05633	10.16174	12.1254
ENSXETG00000002144	37.75215	28.75602	8.43877	6.78551	0.58053	0.09826	1.79055	0	0.9477	1.69071	2.70028	4.88686
ENSXETG00000002145	10.2698	9.38783	14.557	17.08124	16.40864	14.38565	8.52776	6.92168	32.07348	18.27165	24.6479	10.16197
ENSXETG00000002149	15.39105	15.76352	3.63352	2.70131	4.25897	3.17128	1.28313	0.4897	20.3335	24.5722	14.41196	12.36831
ENSXETG00000002150	0	0.08146	0	0	0.87929	0.2728	0.06718	0	0.51171	0.25151	0	0
ENSXETG00000002151	0.43271	3.80239	9.56761	27.03559	6.5948	34.25249	9.70518	12.94219	13.32049	19.6545	1.15715	0.60657
ENSXETG00000002153	10.65656	7.78925	18.55878	11.54772	8.41187	8.79435	8.44653	5.6768	50.779	99.6965	23.04064	40.09871
ENSXETG00000002154	52.00581	59.67542	54.53589	37.57104	64.53975	55.95069	33.96947	24.69159	71.04873	22.92499	101.18271	32.56809
ENSXETG00000002157	44.41968	34.14097	27.98374	19.73611	18.291	18.73365	9.2539	6.84538	87.00479	128.32878	64.77751	92.42832
ENSXETG00000002160	7.61814	5.65386	3.34375	2.73873	4.92121	5.39775	2.05963	1.70519	9.12632	24.64746	25.26838	107.6887
ENSXETG00000002161	46.90793	41.98925	94.22559	85.47544	136.45297	72.01452	121.30019	70.08754	158.44068	165.90321	111.07213	166.18922
ENSXETG00000002162	9.6469	8.33111	4.69811	4.13942	9.07618	10.67083	6.01699	5.66601	5.3173	11.73596	10.17185	38.10436
ENSXETG00000002166	7.83696	25.28881	0.64567	1.15143	25.71093	37.29985	0.65856	2.11951	385.31539	133.71328	28.94287	14.26828
ENSXETG00000002167	1.50497	1.04965	0.11367	0.21826	0.47198	0.27454	0.32457	0.59358	55.91277	104.35168	57.52001	165.64215
ENSXETG00000002168	17.5978	15.91582	0	0	0.05981	0.04174	0	0	2.86474	4.15812	0.24092	0.74814
ENSXETG00000002171	5.74081	6.61007	16.03862	13.62783	3.16399	2.40948	1.23083	0.93246	7.9708	16.6736	7.20699	17.99394
ENSXETG00000002173	53.58354	54.83579	45.52465	46.90185	65.58145	78.50039	33.86359	41.43147	89.84025	55.74981	143.71621	199.88328
ENSXETG00000002181	0	0	0	0	0	0	0	0	6.01855	9.26242	0	0
ENSXETG00000002195	0.14665	0.32878	0.20883	0.41935	0.1577	0.40363	0.68684	0.65441	0.25563	0.15786	0.01868	0
ENSXETG00000002201	29.97241	22.3326	19.08291	25.39923	0.17514	0.07247	0.01785	0.03917	1.7279	1.60314	8.16864	6.46236
ENSXETG00000002203	6.0259	5.51185	2.47682	3.12347	4.2753	4.81548	2.21577	2.02596	59.27842	157.69324	27.85675	72.73818
ENSXETG00000002204	18.58655	18.20688	4.56404	7.14556	16.22431	14.53229	10.65651	10.12167	42.25842	19.40097	16.71027	7.26835
ENSXETG00000002206	24.88001	15.68206	1.82058	2.05084	2.32627	2.21593	0.9332	0.87767	2.59268	3.38924	0.12053	0.17408
ENSXETG00000002208	4.52259	3.40407	2.87456	3.49054	6.71953	6.75602	4.69612	3.5255	9.64221	21.41128	93.6217	135.69737
ENSXETG00000002209	1.00949	1.08844	0.49475	0.54684	1.84135	1.72289	1.29741	0.89705	2.15602	2.59455	0.87236	2.02165
