Ensembl.Gene.ID	brain_GSM1064856	brain_GSM1064857	heart_GSM1064858	heart_GSM1064859	mesonephros_GSM1064860	mesonephros_GSM1064861	liver_GSM1064862	liver_GSM1064863	testis_GSM1064864	testis_GSM1196057	female gonad_GSM1064865	female gonad_GSM1196056
ENSXETG00000000409	0.07604	0.1193	0.03443	0.19852	2.25346	1.96425	1.8695	3.13086	1.60578	2.33263	0.10166	0.45686
ENSXETG00000000413	3.17992	1.97268	0.53581	0.80658	1.03734	1.37135	0.04135	0.01511	0.49496	1.18682	0.19943	0.01598
ENSXETG00000000421	2.35475	2.28757	0.71132	1.09779	1.92533	2.33212	1.66871	1.06141	1.36821	7.93608	0.67475	19.7057
ENSXETG00000000422	0.05992	0.37606	0.0543	0	0	0	0	0	1.96809	3.45009	0.02668	0.17995
ENSXETG00000000426	18.82671	22.58711	8.08287	12.61048	21.79238	35.64859	8.6636	16.1195	57.12364	30.10779	136.96704	69.98671
ENSXETG00000000436	26.24914	19.37408	1.06849	1.54291	3.503	4.44819	1.67488	1.7118	8.10422	17.35752	8.91409	9.92439
ENSXETG00000000438	10.6097	10.84148	10.15158	11.93849	17.64262	20.52632	8.13123	8.59472	48.07703	54.49923	22.78698	33.99675
ENSXETG00000000439	41.90292	39.33787	21.50631	21.00854	29.45778	25.93194	20.27105	14.98474	42.62545	65.32639	57.25691	98.97958
ENSXETG00000000441	27.47529	21.69224	7.69706	8.97875	13.35396	11.88026	10.59749	10.2518	20.82574	16.4594	46.45719	28.58258
ENSXETG00000000442	0	0	0	0	0	0	1.27757	0.53915	0.32074	0.42916	0	0
ENSXETG00000000445	8.53585	7.47064	0.69228	1.84984	1.40617	2.53038	4.06877	3.83553	5.42423	5.32695	0.47374	0.09977
ENSXETG00000000446	8.27489	8.39171	3.99375	5.26981	9.69438	12.41033	9.13541	7.56267	24.13345	14.77708	38.52217	17.77848
ENSXETG00000000448	4.45762	4.60461	3.90707	5.64254	17.81356	20.46397	8.26415	7.92744	4.76499	4.84671	27.9164	11.75652
ENSXETG00000000451	7.97728	5.74505	4.30076	3.85457	9.05743	5.32335	6.45311	4.00014	9.86298	8.5139	5.64067	6.22295
ENSXETG00000000452	24.27314	24.11216	0	0.15232	0.16467	0.10221	0.05035	0.11048	1.15006	0.25122	0.15603	0.05844
ENSXETG00000000453	28.38522	29.79516	10.55851	11.18322	12.56573	12.93994	6.48287	5.17046	26.79027	27.93719	77.26221	69.87304
ENSXETG00000000454	19.59701	20.74497	15.57582	16.82679	17.89132	16.24577	8.91649	8.46425	35.83337	16.00051	84.50091	50.00332
ENSXETG00000000455	103.4536	86.49381	12.81599	13.7585	16.44394	14.86081	10.32327	7.3796	66.26527	46.87761	56.43918	20.76945
ENSXETG00000000456	6.23559	7.82827	5.08582	6.80777	7.57334	6.1058	5.33053	4.99018	116.68053	109.65053	89.34258	61.30454
ENSXETG00000000457	0.72167	0.43622	0.14532	0.23725	0.55823	0.36513	0.09685	0.01516	1.97182	4.35005	2.00144	2.2482
ENSXETG00000000459	46.48676	46.82854	26.00074	25.21821	26.96335	28.70561	16.59288	14.48613	61.74455	12.20879	152.83022	61.20209
ENSXETG00000000461	28.193	31.75764	11.76041	12.28387	17.42156	18.80711	10.9662	10.02091	43.16491	31.24586	48.91171	64.13713
ENSXETG00000000462	4.31242	4.51157	0	0	0	0	0	0	0.1038	0.71416	0	0
ENSXETG00000000463	21.01616	36.00504	20.1961	26.08356	0	0.06174	0	0.06674	0.79432	1.59417	4.21218	4.23713
ENSXETG00000000465	9.52761	8.08385	6.4005	4.19891	5.60862	6.29192	3.21239	2.56491	39.18308	56.75423	24.17086	35.0634
ENSXETG00000000466	9.64551	5.86239	0	0	0	0.1609	0	0	0.56043	0.79104	0.04096	0.32196
ENSXETG00000000469	17.47871	23.79834	1.43765	1.45452	1.01282	1.14114	0.46435	0.724	1.83462	2.34796	54.62275	100.84383
ENSXETG00000000470	14.3369	13.36209	19.99536	14.97742	46.05376	48.26167	29.36464	20.0993	141.00798	191.65024	7.88461	23.14895
ENSXETG00000000471	11.77063	9.35523	2.25251	2.03873	9.08523	6.12947	4.88008	5.76017	7.74958	7.90339	17.21639	18.48078
ENSXETG00000000472	13.21632	12.48544	4.11911	5.0306	9.737	10.67535	3.94132	4.41273	14.81127	26.67096	34.67974	67.38427
ENSXETG00000000473	51.02311	32.66068	1.65139	3.20153	19.44118	18.69727	6.49585	7.35518	12.87601	8.14207	16.82668	6.43814
ENSXETG00000000477	0	0	0.03774	0	0	3.64799	0	0.11832	9.54042	20.76168	837.89927	857.56725
ENSXETG00000000479	8.47308	8.46508	0.89931	0.69752	1.79544	1.70458	0.92193	0.46966	15.83387	6.90203	22.08142	5.5799
ENSXETG00000000480	30.47337	21.47422	11.5545	6.65732	9.61631	7.99086	7.21774	5.3461	22.25257	26.45022	10.65192	18.35927
ENSXETG00000000481	17.30997	21.30241	7.50761	10.20702	12.92203	17.98371	6.13132	7.71787	39.24639	25.43803	118.70435	86.53537
ENSXETG00000000483	0	0	0	0	0	0	0	0	0	0.48509	0	0
ENSXETG00000000484	1.53759	1.0456	1.07994	1.10392	2.82095	2.65927	2.02291	1.49185	18.18409	52.59074	25.76885	28.1761
ENSXETG00000000487	8.39773	8.46947	18.99851	18.97991	22.08269	16.6652	12.92578	9.89333	145.562	212.2958	46.07429	64.48939
ENSXETG00000000488	4.47826	3.2873	1.68164	2.00244	3.86415	3.76992	2.47599	1.21783	3.97103	4.31447	27.45957	18.11066
ENSXETG00000000496	0.25413	0.34767	0.28344	1.61615	10.53868	9.86039	0.75893	0.8882	2.38527	4.08223	0.05226	0.01959
ENSXETG00000000500	0.68399	0.64221	2.24111	3.00684	0.47855	0.27647	0.01511	0.0498	24.67637	22.76823	1.97001	0.24587
ENSXETG00000000501	0	0	0	0	0.02118	0	0	0	0	0.04847	0	0
ENSXETG00000000502	20.49381	15.03461	1.37575	0.70458	1.80914	1.63955	0.13097	0.04792	7.12419	5.66471	0.54128	0.76004
ENSXETG00000000504	0.37209	0.27807	0	0	5.25106	8.2854	2.01767	8.7547	0.09977	0.17163	0.04738	0.10644
ENSXETG00000000505	41.18985	33.38007	26.82749	21.96192	25.03742	21.0156	15.21633	19.52698	33.85202	34.56677	36.96349	46.71944
ENSXETG00000000506	0	0	0	0	0	0	0	0.01836	0.09109	0.4387	0	0
ENSXETG00000000509	113.07279	129.03172	0.35927	0.38334	6.94856	5.83742	0.25332	0.01389	2.5495	2.62359	0.31412	0.19114
ENSXETG00000000510	5.22712	4.60827	0.74517	0.71557	2.92859	1.59437	0.91201	0.50034	9.53659	63.40897	4.3455	27.99389
ENSXETG00000000511	0.23661	0.7072	0.24501	0.2647	1.46275	2.16059	0.37905	0.63987	111.75929	298.14162	0.99428	1.8614
ENSXETG00000000514	14.87945	15.66733	5.23665	4.25339	9.51398	7.80106	8.55766	8.75145	12.76798	16.01642	9.01446	9.33025
ENSXETG00000000516	6.1955	4.24277	1.32904	1.97952	3.09751	3.35481	1.34266	1.04823	4.11549	4.63928	9.21824	4.61543
ENSXETG00000000517	11.24468	10.54475	9.7272	11.56479	24.96744	30.04204	24.16374	15.55934	13.06794	13.24828	0.18223	0.2866
ENSXETG00000000518	18.75325	20.51306	8.30392	7.97407	14.00649	13.07411	7.90494	5.66098	89.29101	113.78306	61.72868	65.98142
ENSXETG00000000519	152.86073	162.08851	0.2642	0.19731	0.51809	1.07789	0	0.06135	4.22605	1.81311	166.4995	70.32175
ENSXETG00000000520	4.47826	2.79385	1.97335	2.73517	2.76381	3.56182	1.96714	1.90561	3.27779	2.96303	6.95874	4.54601
ENSXETG00000000521	0	0	0	0.11215	0	0	0	0.12198	0	0	0	0.12904
ENSXETG00000000522	0.03294	0.06887	0.02985	0.02867	0.03099	0	0.01419	0.43629	0.35534	0.2481	0	0
ENSXETG00000000523	0.26843	0.60173	0.59074	1.33476	1405.21873	4876.70504	73.73415	563.66532	9.35728	14.40467	1.02546	1.95821
ENSXETG00000000524	1.73551	2.20476	0.28086	0.64729	1.69118	2.87673	0.16041	0.176	35.19691	80.39679	3.6468	7.0135
ENSXETG00000000525	6.62993	9.00396	26.19764	36.05124	55.13169	66.24364	42.23988	43.38381	44.87347	149.8668	22.20904	78.88259
ENSXETG00000000526	10.09031	9.44922	4.86321	4.50561	5.08447	3.30935	4.69478	3.00486	82.57556	122.40342	63.537	93.24342
ENSXETG00000000527	0.02058	0.10761	0.01865	0.03578	89.10404	249.39816	8.72924	39.40165	2.37427	1.81531	1.35668	2.55364
ENSXETG00000000529	0.09689	0.15202	0	0.33718	0.09116	0.08485	0.3134	1.19204	0	0.07821	0	0
ENSXETG00000000531	7.15216	3.8779	1.27265	1.69102	4.79329	5.0048	2.47933	3.04495	8.00036	10.93283	12.31481	2.24013
ENSXETG00000000532	6.54986	4.95599	2.59517	2.66442	4.61461	4.86866	2.32592	1.75901	22.44599	34.08764	19.34958	12.98009
ENSXETG00000000533	0	0.12217	0.02118	0	0	0	0	0	0.08766	0.07543	0.02084	0
ENSXETG00000000535	5.1759	4.36101	2.73883	2.78119	5.68679	5.26259	1.79811	2.26881	39.77751	59.90224	42.67203	85.81352
ENSXETG00000000538	1.30312	1.92596	0.1312	0.03601	0	0.01812	0.0357	0.05875	0.11646	0.17811	0.01844	0
ENSXETG00000000542	1.14481	1.65565	0.45769	0.82047	26.70556	54.34227	2.70149	3.92028	4.3297	7.24881	1.59084	4.21459
ENSXETG00000000543	6.3428	5.61479	1.34229	1.68321	12.31213	33.67701	8.58367	17.64869	1.70091	3.26365	98.77774	120.69248
ENSXETG00000000546	1.66447	1.82426	0.14367	0.27592	0.67113	0.62467	0.82054	0.82528	1.33911	0.85317	2.61429	2.93661
ENSXETG00000000547	38.14465	37.32786	4.71496	6.33875	18.93583	8.80037	2.40961	2.69569	15.57512	21.07496	9.12948	53.03026
ENSXETG00000000548	76.70852	68.3596	99.74019	99.49837	130.10684	100.39774	19.20373	21.14518	47.98009	46.50133	80.95454	119.65617
ENSXETG00000000549	7.18479	6.55784	2.52474	3.12628	4.65592	4.97558	3.28889	2.01248	9.42724	10.81152	43.06912	53.26113
ENSXETG00000000554	0.03257	0.10221	0.47225	0.19838	0.03064	0.02852	0.02809	0	17.33272	18.4405	0.02903	0.06522
ENSXETG00000000556	0	0.02704	0	0	0	0	0	0	0	0.05565	0	0
ENSXETG00000000557	1.82257	2.83286	3.35052	3.85186	3.62541	2.82723	3.45908	2.21809	2.05277	1.96184	0.04642	0.20857
ENSXETG00000000559	14.84833	17.96637	6.70415	10.55347	9.74413	18.67101	5.81221	9.82842	39.28008	40.09949	70.28013	106.00967
ENSXETG00000000564	0.54519	1.49379	0	0	0.87929	0.90937	0.02239	0.02457	2.46103	2.65477	0	0
ENSXETG00000000566	33.33734	35.76761	27.06589	23.76789	27.94513	39.83263	22.60129	26.00738	139.2072	42.68807	92.04491	50.17181
ENSXETG00000000567	34.67176	28.66791	5.79441	5.76296	17.77837	15.11432	9.96495	5.16964	10.21646	9.93453	2.96865	2.40097
ENSXETG00000000568	0	0.02418	0	0	0	0	0	0.02187	0.02169	0	0.0206	0
ENSXETG00000000572	1.88942	1.31147	1.23481	1.10672	1.24777	1.30453	1.19115	0.99742	1.38118	3.77426	6.10559	6.93111
ENSXETG00000000574	13.96121	10.1408	2.21759	2.11299	4.27429	2.85711	1.83283	1.29281	37.22851	50.11724	32.68664	15.23367
ENSXETG00000000577	1.89958	2.26509	0.25914	0.33775	0.92242	0.98377	0.14098	0.44469	1.91709	4.39725	5.89941	13.64213
ENSXETG00000000578	2.32084	1.93215	3.34745	2.70244	9.70297	4.86621	4.20182	2.25873	3.37489	6.35105	69.90579	99.98044
ENSXETG00000000579	87.1766	17.33984	40.85877	8.30284	39.20384	2.91448	1.64618	1.65921	2.81143	25.603	16.51567	14.99706
ENSXETG00000000580	76.57805	64.63416	95.06946	62.35503	23.92759	19.54204	7.85692	3.55866	25.58755	12.22701	5.3049	2.33527
ENSXETG00000000581	4.77313	4.6465	9.53639	8.1472	10.59404	6.47145	4.94453	3.62845	32.50181	21.80122	28.25695	9.37459
ENSXETG00000000582	2.99629	2.18283	0.74756	0.87621	2.07721	2.52826	1.11975	0.87269	4.28108	9.89774	13.06313	11.0053
ENSXETG00000000584	0	0.31366	0.06794	1.10883	0.35261	0.65634	1.42249	6.24321	3.51738	1.53285	4.87739	0.97566
ENSXETG00000000585	2.24754	3.67775	10.02739	9.77953	9.10895	10.39597	5.41912	5.12768	2.75862	9.98728	12.79189	25.33333
ENSXETG00000000586	12.25971	13.89844	5.01574	6.47998	8.6896	9.91403	9.0323	5.54322	15.63327	16.42314	21.29989	10.2055
ENSXETG00000000587	0.73472	0.60393	0.04758	0	0	0	0	0	10.83656	14.23547	0.46784	1.051
ENSXETG00000000588	8.11996	3.70687	7.02416	14.90353	20.90465	17.1301	4.45778	3.49365	7.20559	8.50204	12.50279	6.20906
ENSXETG00000000589	0.14069	0.09811	0	0	0.04414	0	0	0	0.04403	0.15144	0	0.0939
ENSXETG00000000592	2.6343	2.75595	2.51749	5.08509	8.20134	12.75048	7.18964	5.8938	9.97995	10.10494	75.65812	138.70192
ENSXETG00000000593	245.67649	221.4667	48.63028	44.87127	7.43889	4.08621	1.0064	0.95698	28.37053	13.81262	0.9937	4.77633
ENSXETG00000000594	0.50563	1.32243	7.00399	4.71432	6.79572	4.30112	0.03115	0.03418	0.10169	0.19436	0	0
ENSXETG00000000595	10.22756	11.3337	6.10376	7.38089	8.24786	7.64559	5.04188	5.4983	27.05921	26.69797	90.50565	67.40744
ENSXETG00000000596	105.21992	100.50991	9.82932	20.02602	0.94684	1.54712	1.04182	0.71973	13.87446	17.18762	0.01993	0.06716
ENSXETG00000000598	0.31857	0	0	0	20.30642	32.51783	0.0172	0.15077	1.58848	2.01465	0.10649	0.09971
ENSXETG00000000600	10.95041	12.74737	5.73627	4.70969	17.95508	13.38611	3.63131	3.20543	39.35923	61.45673	11.05944	18.41259
ENSXETG00000000607	21.23585	10.79634	1.33012	1.31717	0.73358	0.53553	0.97604	1.95368	2.26724	5.43073	0.23167	0.18371
ENSXETG00000000614	0.23264	0	61.13946	73.18621	0.10946	0.05092	0.10037	0	1.41931	5.88475	0.88136	1.28126
ENSXETG00000000615	7.73809	6.8995	2.07188	2.06613	3.35648	3.03608	1.6689	1.0226	19.96111	16.3071	14.71429	17.69825
ENSXETG00000000617	1.02744	0.70012	0.41045	0.39415	0.36889	0.6393	0.40821	0.39031	11.78184	13.30815	11.0514	7.32383
ENSXETG00000000619	14.96888	13.67699	9.15223	9.48551	18.52661	20.32058	12.06778	10.00804	34.52599	33.75576	76.81473	41.03995
ENSXETG00000000622	0.39584	0.24158	0.0299	0	0.03104	0.02889	0.0854	0	0.12383	0.17753	0	0
ENSXETG00000000623	0.43771	0.45792	0.33565	0.23444	0.69692	0.85507	1.04572	2.07169	0.41083	1.05106	0.30018	0.23602
ENSXETG00000000624	4.97825	4.1843	10.56534	12.99681	33.54656	22.05788	10.38808	15.70742	7.02875	6.09144	9.0273	4.77192
ENSXETG00000000625	75.04214	67.14802	0.37461	0.52762	0.25927	0.38612	0.23774	0.05219	1.21574	1.48322	0.04915	0.08276
ENSXETG00000000626	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000000627	0	0.2951	0	0	0	0	0	0	0	0	0	0.14126
ENSXETG00000000629	198.0426	139.66154	44.33635	68.53946	46.5539	45.36205	16.82167	17.34511	124.80258	125.80636	100.31343	116.59208
ENSXETG00000000635	8.22061	5.79902	2.44074	2.04397	6.64409	6.2115	4.09306	3.66095	15.40216	22.09664	20.43515	35.16892
ENSXETG00000000637	1.20763	1.38186	0.64981	0.82103	11.14879	22.96785	2.37664	0.89304	6.3049	14.5833	0.74009	0.34009
ENSXETG00000000638	20.2501	21.76904	6.86754	9.69628	54.24341	50.45614	9.45697	9.43923	24.81834	19.74365	68.75721	49.33265
ENSXETG00000000640	6.97671	4.73442	8.03134	8.69689	6.56395	5.94434	2.27738	2.67727	8.849	4.05932	25.88575	27.56673
ENSXETG00000000641	0.26187	1.69866	0	0	0.0493	0.18348	0.40668	0.09914	3.04799	4.96142	0	0.05247
ENSXETG00000000644	0.13467	0.42273	10.37487	13.59622	22.17543	10.96873	200.31616	104.54034	2.27546	0.5799	0.9605	0.26976
ENSXETG00000000645	2.27543	2.43116	1.14072	1.26395	2.50525	1.52623	1.08591	0.45827	17.81276	49.50756	6.17161	8.82319
ENSXETG00000000646	0.27144	0.28397	2.45963	5.07816	1.65978	4.04046	5.73655	9.12024	2.03794	3.06755	0	0
ENSXETG00000000649	0	0	0	0	0	0	0	0	0	0	0	0.06204
ENSXETG00000000653	3.26896	4.25182	4.72397	4.38251	3.8237	5.10631	1.14331	0.58539	9.49493	13.02892	20.43808	39.76714
ENSXETG00000000654	27.70795	27.54738	12.39512	14.74405	15.77407	18.40644	9.86596	13.14708	26.3046	8.43465	38.403	23.69835
ENSXETG00000000655	0.03692	0.03862	0.03346	0.0643	0	0	0.06375	0.03495	0.48533	0.75535	0.13169	0.03697
ENSXETG00000000656	2.29236	1.78153	0.92001	0.56999	1.01676	0.48753	0.42378	0.34097	0.55327	2.43229	0.29194	1.80355
ENSXETG00000000658	5.54015	9.27354	4.18393	5.28043	4.04581	7.32342	5.28018	3.47112	0.86665	1.931	0.07056	0.15853
ENSXETG00000000659	13.62953	15.37003	0.03209	0.15405	5.46235	9.02127	0.03055	0.77075	25.95062	49.34791	0	0.07092
ENSXETG00000000663	0.46189	0.88239	1.74709	1.95736	2.36176	2.40925	13.85977	6.27291	4.3352	13.70485	11.85103	46.41158
ENSXETG00000000664	2.29902	4.10885	3.29879	3.75131	6.12848	4.94918	8.18135	5.7124	2.51747	14.02317	10.41794	35.8745
ENSXETG00000000667	28.63092	27.0713	5.38596	5.92748	7.46068	5.14598	5.27123	3.91901	7.91295	7.70915	3.85447	5.98467
ENSXETG00000000668	0	0.1419	0	0	0	0	0.11701	0.0642	0.92289	3.06565	10.45761	26.4815
ENSXETG00000000671	49.68529	50.58532	42.40975	44.49484	215.51149	282.80974	185.76282	198.74007	107.16812	129.24109	140.10232	84.86048
ENSXETG00000000673	0	0	16.45964	11.66197	0.16002	0.02979	10.35785	4.08875	14.46137	33.20637	0.30319	0.71521
ENSXETG00000000679	0.39934	1.4324	18.87023	72.58206	7.29955	9.19205	1.27961	5.29198	7.28211	17.31685	0.71197	2.17077
ENSXETG00000000681	17.66127	20.31466	104.59108	112.3541	19.63756	23.00861	6.33897	8.7253	11.5416	9.88154	131.82827	59.41042
ENSXETG00000000682	5.79541	7.06518	0.39063	1.00033	0.67594	4.82339	0.45452	14.28108	0.62938	2.99022	0.59776	1.19903
ENSXETG00000000683	2.32869	2.08822	0	0.11135	2.96135	5.91601	30.88514	36.72173	0.55241	1.18445	0.79844	0.8456
ENSXETG00000000685	41.11113	36.63006	7.38698	7.21445	7.33489	9.19285	1.7447	1.49053	5.53515	10.83461	3.28909	9.81628
ENSXETG00000000686	1.65952	1.97189	0.03711	0.0535	0.26984	0.14353	0.2121	0.05819	0.55766	0.11025	0.27397	0.20513
ENSXETG00000000688	473.74043	575.19965	782.50329	584.21557	748.74985	575.02585	595.45142	462.87377	397.47932	98.68097	175.08443	115.24066
ENSXETG00000000689	11.46754	12.80629	27.00179	48.17103	11.29531	8.36347	0.66727	0.4775	2.43041	28.63326	1.16918	1.04389
ENSXETG00000000690	32.27072	23.65255	0.14756	0.04723	0.25538	0.09506	2.10733	1.90113	4.71274	7.80037	0.21773	0.1087
ENSXETG00000000693	1.87771	2.96043	9.05951	6.65129	1.34363	4.40023	1.52861	0.92625	0.19858	1.22407	31.87406	50.1572
ENSXETG00000000694	151.28687	188.99811	31.52964	28.1735	4.79476	2.17419	0.25364	0.09278	14.04323	16.45697	31.13124	16.61787
ENSXETG00000000696	10.28345	11.89585	11.75768	16.32648	44.63013	52.17515	20.36633	19.55515	46.87592	17.37753	0.16427	0.05537
ENSXETG00000000697	31.61409	35.64051	33.68364	30.21079	24.38726	24.80646	12.93792	12.0488	34.7991	40.55675	37.42481	60.11525
ENSXETG00000000700	19.44171	15.09219	3.07355	4.19858	5.88741	5.81446	5.35728	3.1651	8.07027	30.79956	2.1717	7.94024
ENSXETG00000000701	12.10011	11.88056	5.55223	8.4545	8.1522	10.28942	5.09668	5.36432	14.51973	18.6067	2.30166	6.41974
ENSXETG00000000702	0.78889	1.6507	0.16821	0.12117	1.57181	1.91	0	0.04395	11.10707	23.8276	0	0.2788
ENSXETG00000000703	4.07779	5.89128	7.74284	10.77271	8.5865	15.55889	4.27174	5.78982	18.68116	17.81877	38.12528	57.26307
ENSXETG00000000704	0	0	0	0	0	0	0	0	0	0.0645	0	0
ENSXETG00000000705	6.42459	5.86716	3.08802	2.65647	6.34503	5.90571	1.99041	1.47832	19.35613	35.53269	18.66855	43.5043
ENSXETG00000000706	11.02859	11.99239	11.44833	16.51944	15.28121	30.52417	7.03484	8.31978	51.56842	15.001	80.08072	26.33696
ENSXETG00000000707	0.73193	0.4433	0.2793	0.20114	17.17953	67.36732	0	0	0.50621	0.58054	0	0
ENSXETG00000000708	4.44381	3.45973	1.49847	3.8672	1.55568	4.25345	1.42648	2.64121	10.28183	2.66981	9.85745	7.45088
ENSXETG00000000709	9.60902	3.41295	0.29566	0.98074	5.66429	7.84323	4.47744	5.24961	2.11557	7.50206	0.2115	0.05941
ENSXETG00000000715	0	0	0.08031	0.07712	0.1668	0.12937	0.38229	0.05595	0.49915	1.93985	0	0.08874
ENSXETG00000000716	0	1.14567	0.46076	0.78282	0.58877	0.37676	1.72082	0.88851	0.11011	0.08422	0	0
ENSXETG00000000717	0	0.62613	0.18078	0.69443	3.37847	2.27108	1.09718	0.33049	0.72557	1.93268	0.02223	0.04994
ENSXETG00000000719	237.79507	199.50347	25.02083	19.21561	8.32056	4.52009	1.31609	0.43431	10.80917	7.00077	11.90225	9.02794
ENSXETG00000000720	0	0.03418	0.05922	0.05687	0.46106	0.20024	0.70459	0.37108	0.15334	0.35164	0	0
ENSXETG00000000722	0	0	0	0	5.91486	4.4495	0.07432	0.08154	2.42497	2.41026	0	0
ENSXETG00000000723	2.70551	2.60219	0.2175	0.55063	0.92373	1.05083	0.20705	0.14457	0.2867	0.61062	0.0389	0.08739
ENSXETG00000000724	0	0	0	0	3.60225	2.45475	0	0	0.44921	0.95671	0.06094	0
ENSXETG00000000725	99.17785	80.3025	0.01597	0.00767	0.04141	0	0	0	0.06608	2.04664	0	0
ENSXETG00000000726	0	0	0	0	0	0	0	0	0.58409	0.81337	0	0
ENSXETG00000000727	3.85752	3.06151	1.96892	1.35052	2.04409	2.05786	1.37706	1.13318	3.32934	5.67958	9.09096	6.83748
ENSXETG00000000728	0	0	0	0	0.51495	0.21788	0	0	0.14012	0.05357	0	0
ENSXETG00000000729	17.57061	15.64084	2.29303	1.79957	6.51334	5.89366	3.70089	2.18838	33.13992	45.05715	29.16233	41.94076
ENSXETG00000000730	50.26105	52.30917	49.48879	55.24175	95.72043	123.58776	114.47684	122.807	114.26351	160.43276	77.05176	228.56933
ENSXETG00000000731	90.49399	87.13896	146.08174	132.00191	78.32223	69.7263	25.12434	23.57966	59.77035	41.1477	30.60457	33.42543
ENSXETG00000000732	0	0	0	0	0.23819	0.16631	0	0	0.05942	0	0	0
ENSXETG00000000733	6.996	4.86952	0.40904	0.34369	1.19433	0.86462	0.1217	0.18694	3.38911	14.54495	5.1552	14.03905
ENSXETG00000000734	0	0	0	0	0.39326	0	0	0	0.11208	0.51419	0	0
ENSXETG00000000735	29.44076	22.23837	44.71348	37.54854	4.1395	3.47236	2.7804	1.98812	23.19728	23.44618	0.96846	1.9037
ENSXETG00000000736	0	0	0	0	0.61284	0	0	0	0	0.15023	0	0
ENSXETG00000000739	10.31075	10.88629	9.51622	7.64966	8.13612	8.11368	4.79594	2.74355	11.59522	19.63993	4.65923	7.61264
ENSXETG00000000740	11.27435	12.31458	4.36598	8.23381	7.75692	10.17733	7.28404	21.39082	18.32032	10.8795	0.75269	0.39788
ENSXETG00000000742	0.73365	7.93103	0.05542	0	13.17205	7.86996	0	0	7.5171	2.63232	0.98101	0
ENSXETG00000000743	21.33843	19.33136	2.07378	1.73003	2.39513	2.31696	1.40654	1.01532	12.01411	10.00654	46.10138	30.16034
ENSXETG00000000745	26.69597	17.59824	6.20564	3.97275	3.408	2.47683	0.68494	0.32881	5.4491	8.70624	22.55933	19.17942
ENSXETG00000000747	8.63489	10.49494	18.78062	16.86327	16.58253	16.63532	5.38977	4.35118	28.3899	11.70033	75.27668	37.51054
ENSXETG00000000748	26.08479	22.46743	57.17569	39.38365	42.51568	45.21671	14.7237	13.78396	24.95313	23.79979	29.41612	31.33721
ENSXETG00000000750	25.61656	26.77428	28.98021	18.60167	43.25941	55.33161	6.67346	6.52385	14.99602	15.56384	34.67236	66.48039
ENSXETG00000000752	127.4928	118.28834	115.85319	94.70128	100.54942	92.5822	55.47981	47.09523	112.10066	36.67525	45.83936	22.66556
ENSXETG00000000753	15.50734	12.75429	4.30145	2.60282	11.01126	10.33427	4.17892	3.60042	8.2692	5.63411	6.37578	2.89733
ENSXETG00000000754	42.22373	27.18374	6.15451	5.65306	4.53746	2.49951	1.18874	1.02483	3.51042	6.56855	1.5793	4.43506
ENSXETG00000000757	3.10796	3.436	32.90662	21.74627	12.65037	7.29631	4.05041	1.95429	6.53763	8.26481	2.85574	1.05945
ENSXETG00000000758	0.5784	0.77799	0.14975	0.17257	24.09843	22.89294	9.59438	5.20881	22.38124	15.59981	8.3378	6.30453
ENSXETG00000000759	20.65067	22.16461	11.43363	17.71217	86.45036	130.07753	10.37088	13.80135	57.30968	72.06686	26.26045	34.02714
ENSXETG00000000760	1.08564	1.09209	1.51362	1.23547	7.22846	4.13185	2.7377	0.71144	13.12907	0	6.88616	14.9686
ENSXETG00000000762	1.84127	1.67865	4.05244	3.36497	3.61322	2.02703	3.22236	1.66821	1.53073	5.83269	0	0.21073
ENSXETG00000000763	0.51547	0.80891	1.75181	2.07479	9.5785	17.09707	18.62218	17.44389	3.87065	1.3872	0.11488	0.12904
ENSXETG00000000764	0.03154	0.066	0.08576	0.24702	1.86931	0.1657	1.11549	0.89558	0	0.16972	0	0
ENSXETG00000000775	153.04785	151.45286	6.28931	8.62787	20.55568	19.55041	10.10533	11.33101	46.40682	17.27266	27.34883	9.41291
ENSXETG00000000776	7.18409	10.50247	30.10748	34.59012	76.7698	74.58611	107.66116	59.83576	30.59328	30.45932	99.25061	151.19431
ENSXETG00000000777	3.5426	19.7095	9.38956	17.9171	75.29264	215.8718	119.92063	217.65615	29.71676	8.61582	24.60345	13.13566
ENSXETG00000000781	146.91114	196.95893	38.68199	41.95591	84.90638	84.92933	43.63225	45.80341	330.87879	123.5505	164.32236	137.19328
